BillingID,ReservationID,IssueDate,DueDate,TotalAmount,DiscountAmount,TaxAmount,AmountPaid,PaymentDate,PaymentMethod,Status
763,18274,2022-07-24,2022-07-31,2519.92,249.99,269.99,2519.92,2022-07-26,Credit Card,Paid
764,1848,2021-12-13,2021-12-20,3004.76,0.00,321.94,3004.76,2021-12-18,Cash,Paid
765,16824,2025-08-05,2025-08-12,1817.67,85.42,194.75,1817.67,2025-08-10,Cash,Paid
766,3872,2024-11-06,2024-11-13,2720.80,127.86,291.51,0.00,,Bank Transfer,Pending
767,16708,2020-01-12,2020-01-19,4365.77,205.16,467.76,4365.77,2020-01-17,Bank Transfer,Paid
768,5122,2020-11-05,2020-11-12,985.26,0.00,105.56,985.26,2020-11-10,Credit Card,Paid
769,960,2025-12-12,2025-12-19,2087.12,98.08,223.62,2087.12,2025-12-12,Corporate Account,Paid
770,9451,2025-08-28,2025-09-04,1456.84,0.00,156.09,1456.84,2025-08-31,Corporate Account,Paid
771,14588,2020-03-18,2020-03-25,2260.90,0.00,242.24,2260.90,2020-03-18,Credit Card,Paid
772,20629,2022-08-18,2022-08-25,1055.36,0.00,113.07,0.00,,Bank Transfer,Overdue
773,5473,2022-06-08,2022-06-15,1752.37,173.85,187.75,1752.37,2022-06-11,Credit Card,Paid
774,3442,2022-08-03,2022-08-10,4377.93,0.00,469.06,0.00,,Corporate Account,Pending
775,6154,2022-08-23,2022-08-30,1149.17,0.00,123.13,1149.17,2022-08-26,Bank Transfer,Paid
776,22736,2022-12-09,2022-12-16,4135.68,0.00,443.11,4135.68,2022-12-12,Bank Transfer,Paid
777,14927,2022-03-12,2022-03-19,4278.88,201.07,458.45,4278.88,2022-03-17,Corporate Account,Paid
778,17556,2022-03-15,2022-03-22,487.03,76.74,52.18,487.03,2022-03-19,Credit Card,Paid
779,7807,2022-04-23,2022-04-30,1605.75,253.01,172.04,1605.75,2022-04-26,Cash,Paid
780,8240,2024-01-03,2024-01-10,1991.99,93.61,213.43,1991.99,2024-01-05,Bank Transfer,Paid
781,10760,2022-04-23,2022-04-30,2159.33,101.47,231.36,2159.33,2022-04-28,Credit Card,Paid
782,18574,2023-06-11,2023-06-18,6689.68,0.00,716.75,0.00,,Credit Card,Pending
783,1849,2024-02-17,2024-02-24,1355.49,134.47,145.23,1355.49,2024-02-21,Corporate Account,Paid
784,23748,2020-10-12,2020-10-19,1362.22,0.00,145.95,0.00,,Bank Transfer,Pending
785,10948,2021-04-26,2021-05-03,1793.09,177.89,192.12,1793.09,2021-04-29,Bank Transfer,Paid
786,138,2023-07-22,2023-07-29,659.10,0.00,70.62,659.10,2023-07-27,Credit Card,Paid
787,11882,2021-06-05,2021-06-12,2752.58,433.71,294.92,2752.58,2021-06-09,Corporate Account,Paid
788,15576,2020-02-20,2020-02-27,5681.04,266.97,608.68,5681.04,2020-02-23,Credit Card,Paid
789,2442,2020-10-17,2020-10-24,1011.01,0.00,108.32,0.00,,Bank Transfer,Pending
790,8729,2021-03-08,2021-03-15,1231.33,0.00,131.93,1231.33,2021-03-11,Cash,Paid
791,1060,2020-04-05,2020-04-12,1657.25,164.41,177.56,1657.25,2020-04-07,Bank Transfer,Paid
792,21866,2025-08-24,2025-08-31,1244.91,0.00,133.38,1244.91,2025-08-26,Credit Card,Paid
793,23798,2020-02-26,2020-03-04,1473.89,0.00,157.92,1473.89,2020-03-02,Credit Card,Paid
794,13795,2021-10-13,2021-10-20,3118.65,0.00,334.14,3118.65,2021-10-17,Credit Card,Paid
795,11283,2020-10-26,2020-11-02,1084.26,0.00,116.17,1084.26,2020-10-28,Cash,Paid
796,4442,2020-10-14,2020-10-21,1788.04,84.02,191.58,1788.04,2020-10-15,Credit Card,Paid
797,2993,2024-05-16,2024-05-23,232.31,23.05,24.89,0.00,,Corporate Account,Pending
798,20303,2024-01-22,2024-01-29,4892.79,0.00,524.23,0.00,,Cash,Pending
799,10988,2021-02-21,2021-02-28,4993.67,0.00,535.04,4993.67,2021-02-23,Cash,Paid
800,18248,2020-11-19,2020-11-26,4753.42,0.00,509.30,0.00,,Bank Transfer,Pending
801,11908,2024-07-09,2024-07-16,2710.40,0.00,290.40,2710.40,2024-07-10,Bank Transfer,Paid
802,4672,2020-01-22,2020-01-29,598.15,0.00,64.09,598.15,2020-01-26,Bank Transfer,Paid
803,6718,2024-07-10,2024-07-17,2999.54,297.57,321.38,2999.54,2024-07-13,Bank Transfer,Paid
804,17555,2024-03-07,2024-03-14,2931.12,0.00,314.05,0.00,,Bank Transfer,Overdue
805,18212,2021-07-23,2021-07-30,914.90,0.00,98.03,914.90,2021-07-23,Cash,Paid
806,12789,2023-06-28,2023-07-05,6445.10,302.87,690.55,0.00,,Cash,Pending
807,13866,2022-04-04,2022-04-11,1892.81,0.00,202.80,1892.81,2022-04-08,Credit Card,Paid
808,10507,2023-09-07,2023-09-14,2343.74,369.29,251.12,2343.74,2023-09-10,Corporate Account,Paid
809,20584,2022-05-24,2022-05-31,1643.40,77.23,176.08,1643.40,2022-05-26,Bank Transfer,Paid
810,21817,2024-08-17,2024-08-24,297.04,0.00,31.83,297.04,2024-08-19,Cash,Paid
811,9971,2020-01-05,2020-01-12,218.89,0.00,23.45,0.00,,Corporate Account,Overdue
812,4578,2025-09-08,2025-09-15,1416.40,223.17,151.76,0.00,,Cash,Pending
813,2687,2021-05-16,2021-05-23,3785.59,0.00,405.60,0.00,,Bank Transfer,Pending
814,15454,2025-02-04,2025-02-11,3555.97,0.00,381.00,3555.97,2025-02-07,Bank Transfer,Paid
815,7799,2021-08-06,2021-08-13,3904.95,0.00,418.39,3904.95,2021-08-06,Corporate Account,Paid
816,16658,2023-03-20,2023-03-27,1585.96,0.00,169.92,0.00,,Credit Card,Pending
817,2172,2023-08-23,2023-08-30,1096.00,0.00,117.43,1096.00,2023-08-25,Corporate Account,Paid
818,15812,2025-06-07,2025-06-14,3726.11,0.00,399.23,3726.11,2025-06-09,Cash,Paid
819,10106,2021-02-23,2021-03-02,911.62,0.00,97.67,911.62,2021-02-23,Bank Transfer,Paid
820,12773,2021-11-02,2021-11-09,2045.37,0.00,219.15,2045.37,2021-11-05,Corporate Account,Paid
821,13570,2023-04-07,2023-04-14,1596.84,356.44,171.09,1596.84,2023-04-12,Cash,Paid
822,22903,2022-08-04,2022-08-11,4015.97,0.00,430.28,4015.97,2022-08-07,Bank Transfer,Paid
823,13770,2025-08-01,2025-08-08,2337.57,0.00,250.45,2337.57,2025-08-01,Credit Card,Paid
824,19419,2023-03-04,2023-03-11,2844.20,0.00,304.74,2844.20,2023-03-08,Cash,Paid
825,5889,2024-08-12,2024-08-19,1275.95,0.00,136.71,1275.95,2024-08-12,Credit Card,Paid
826,22757,2020-06-06,2020-06-13,3273.42,0.00,350.72,3273.42,2020-06-09,Bank Transfer,Paid
827,10663,2023-12-10,2023-12-17,953.27,0.00,102.14,953.27,2023-12-12,Corporate Account,Paid
828,10903,2022-04-03,2022-04-10,3905.60,183.53,418.46,3905.60,2022-04-05,Cash,Paid
829,13193,2022-02-13,2022-02-20,1991.22,0.00,213.35,1991.22,2022-02-17,Bank Transfer,Paid
830,18191,2022-07-08,2022-07-15,3203.68,0.00,343.25,0.00,,Cash,Pending
831,2028,2021-05-16,2021-05-23,1804.29,0.00,193.32,1804.29,2021-05-20,Bank Transfer,Paid
832,21600,2025-05-16,2025-05-23,3367.91,0.00,360.85,3367.91,2025-05-17,Cash,Paid
833,16145,2022-10-14,2022-10-21,1487.88,0.00,159.42,1487.88,2022-10-18,Bank Transfer,Paid
834,13145,2023-04-22,2023-04-29,710.07,70.44,76.08,710.07,2023-04-25,Cash,Paid
835,8205,2024-06-26,2024-07-03,1857.31,0.00,199.00,0.00,,Bank Transfer,Pending
836,12072,2021-07-28,2021-08-04,236.41,0.00,25.33,236.41,2021-07-30,Corporate Account,Paid
837,843,2021-02-18,2021-02-25,4102.30,0.00,439.53,4102.30,2021-02-21,Credit Card,Paid
838,24156,2024-05-18,2024-05-25,607.37,0.00,65.08,607.37,2024-05-18,Corporate Account,Paid
839,6319,2020-09-16,2020-09-23,1408.97,139.78,150.96,1408.97,2020-09-21,Corporate Account,Paid
840,9255,2024-03-10,2024-03-17,4482.63,0.00,480.28,4482.63,2024-03-13,Bank Transfer,Paid
841,22694,2025-06-28,2025-07-05,2767.45,0.00,296.51,2767.45,2025-06-28,Cash,Paid
842,15651,2023-10-08,2023-10-15,4429.50,0.00,474.59,4429.50,2023-10-12,Corporate Account,Paid
843,4147,2021-03-06,2021-03-13,1708.96,0.00,183.10,1708.96,2021-03-11,Credit Card,Paid
844,21548,2021-01-23,2021-01-30,868.99,0.00,93.11,868.99,2021-01-27,Credit Card,Paid
845,23497,2021-06-25,2021-07-02,5904.20,0.00,632.59,5904.20,2021-06-29,Credit Card,Paid
846,6420,2022-05-11,2022-05-18,1628.93,256.66,174.53,0.00,,Corporate Account,Pending
847,22406,2023-01-24,2023-01-31,516.91,0.00,55.38,516.91,2023-01-25,Cash,Paid
848,14451,2021-05-15,2021-05-22,990.67,0.00,106.14,990.67,2021-05-17,Corporate Account,Paid
849,23660,2022-01-18,2022-01-25,5124.41,0.00,549.04,5124.41,2022-01-22,Corporate Account,Paid
850,15874,2024-09-03,2024-09-10,5275.45,0.00,565.23,5275.45,2024-09-04,Credit Card,Paid
851,15451,2025-11-11,2025-11-18,2087.06,98.08,223.61,2087.06,2025-11-14,Cash,Paid
852,16636,2021-08-28,2021-09-04,2805.78,0.00,300.62,2805.78,2021-08-28,Bank Transfer,Paid
853,614,2025-01-18,2025-01-25,1106.12,246.90,118.51,1106.12,2025-01-23,Credit Card,Paid
854,22889,2023-01-09,2023-01-16,1937.50,192.21,207.59,1937.50,2023-01-14,Bank Transfer,Paid
855,14741,2024-10-27,2024-11-03,1691.67,79.50,181.25,1691.67,2024-10-29,Corporate Account,Paid
856,19224,2024-06-14,2024-06-21,2235.29,105.04,239.50,2235.29,2024-06-14,Credit Card,Paid
857,1925,2020-09-08,2020-09-15,530.08,52.59,56.79,530.08,2020-09-13,Bank Transfer,Paid
858,10256,2020-09-22,2020-09-29,5817.63,0.00,623.32,5817.63,2020-09-26,Corporate Account,Paid
859,12329,2020-09-24,2020-10-01,3996.69,0.00,428.22,3996.69,2020-09-26,Credit Card,Paid
860,2584,2023-11-01,2023-11-08,781.89,0.00,83.77,781.89,2023-11-05,Credit Card,Paid
861,311,2025-11-02,2025-11-09,6035.22,0.00,646.63,6035.22,2025-11-02,Bank Transfer,Paid
862,12125,2025-01-11,2025-01-18,580.94,0.00,62.24,580.94,2025-01-12,Credit Card,Paid
863,19391,2025-07-19,2025-07-26,485.81,0.00,52.05,485.81,2025-07-24,Credit Card,Paid
864,10169,2023-07-16,2023-07-23,516.03,0.00,55.29,516.03,2023-07-20,Corporate Account,Paid
865,7621,2023-09-09,2023-09-16,2415.86,0.00,258.84,2415.86,2023-09-12,Corporate Account,Paid
866,24461,2024-09-04,2024-09-11,5333.26,0.00,571.42,5333.26,2024-09-07,Cash,Paid
867,24886,2022-11-19,2022-11-26,4425.62,0.00,474.17,4425.62,2022-11-21,Corporate Account,Paid
868,22333,2024-09-04,2024-09-11,4089.07,0.00,438.11,0.00,,Bank Transfer,Pending
869,7722,2020-03-17,2020-03-24,2504.68,0.00,268.36,2504.68,2020-03-18,Cash,Paid
870,19152,2023-10-15,2023-10-22,1708.35,80.28,183.04,1708.35,2023-10-17,Bank Transfer,Paid
871,15121,2024-09-07,2024-09-14,3071.52,304.71,329.09,3071.52,2024-09-09,Corporate Account,Paid
872,19500,2022-02-11,2022-02-18,3320.92,0.00,355.81,3320.92,2022-02-11,Credit Card,Paid
873,24258,2024-04-11,2024-04-18,3186.94,0.00,341.46,3186.94,2024-04-14,Credit Card,Paid
874,2322,2023-12-23,2023-12-30,2893.86,135.99,310.06,0.00,,Credit Card,Pending
875,13424,2023-04-22,2023-04-29,2100.56,330.97,225.06,2100.56,2023-04-23,Corporate Account,Paid
876,11377,2023-02-19,2023-02-26,401.17,0.00,42.98,401.17,2023-02-19,Bank Transfer,Paid
877,2176,2023-07-08,2023-07-15,1273.47,0.00,136.44,1273.47,2023-07-11,Cash,Paid
878,2150,2025-09-21,2025-09-28,2004.89,0.00,214.81,2004.89,2025-09-21,Corporate Account,Paid
879,19957,2025-08-07,2025-08-14,1148.27,0.00,123.03,1148.27,2025-08-11,Cash,Paid
880,12879,2020-01-04,2020-01-11,1682.43,0.00,180.26,1682.43,2020-01-04,Corporate Account,Paid
881,2668,2023-11-20,2023-11-27,1099.07,0.00,117.76,1099.07,2023-11-24,Cash,Paid
882,24912,2025-06-10,2025-06-17,5382.53,0.00,576.70,5382.53,2025-06-15,Corporate Account,Paid
883,21954,2024-07-21,2024-07-28,1863.38,0.00,199.65,1863.38,2024-07-23,Cash,Paid
884,7240,2023-11-06,2023-11-13,1397.16,0.00,149.70,1397.16,2023-11-10,Bank Transfer,Paid
885,537,2022-03-11,2022-03-18,3654.25,0.00,391.53,3654.25,2022-03-11,Cash,Paid
886,15280,2025-03-17,2025-03-24,873.43,0.00,93.58,873.43,2025-03-22,Corporate Account,Paid
887,20897,2024-09-14,2024-09-21,2526.29,0.00,270.67,2526.29,2024-09-18,Credit Card,Paid
888,9047,2025-03-22,2025-03-29,4826.76,478.85,517.15,4826.76,2025-03-24,Corporate Account,Paid
889,72,2021-03-02,2021-03-09,2603.30,122.34,278.93,2603.30,2021-03-06,Credit Card,Paid
890,8642,2021-01-20,2021-01-27,1111.77,52.24,119.12,1111.77,2021-01-22,Corporate Account,Paid
891,1747,2024-07-24,2024-07-31,2211.34,0.00,236.93,2211.34,2024-07-27,Cash,Paid
892,2266,2023-04-03,2023-04-10,639.30,100.73,68.50,639.30,2023-04-07,Cash,Paid
893,6233,2022-03-14,2022-03-21,3493.86,164.19,374.34,3493.86,2022-03-14,Corporate Account,Paid
894,14081,2020-09-08,2020-09-15,1110.20,0.00,118.95,0.00,,Credit Card,Pending
895,22330,2023-02-21,2023-02-28,2253.43,0.00,241.44,2253.43,2023-02-25,Corporate Account,Paid
896,10857,2025-04-15,2025-04-22,2245.77,0.00,240.62,2245.77,2025-04-20,Corporate Account,Paid
897,9904,2022-04-25,2022-05-02,2272.09,106.77,243.44,2272.09,2022-04-29,Credit Card,Paid
898,19846,2025-11-16,2025-11-23,1364.99,0.00,146.25,1364.99,2025-11-20,Corporate Account,Paid
899,23534,2022-02-14,2022-02-21,2412.93,0.00,258.53,2412.93,2022-02-18,Bank Transfer,Paid
900,4255,2021-08-28,2021-09-04,2982.26,0.00,319.53,2982.26,2021-09-02,Credit Card,Paid
901,15627,2024-03-23,2024-03-30,377.81,0.00,40.48,377.81,2024-03-23,Bank Transfer,Paid
902,18296,2024-01-07,2024-01-14,2981.67,0.00,319.47,2981.67,2024-01-11,Bank Transfer,Paid
903,19385,2025-10-25,2025-11-01,839.89,0.00,89.99,839.89,2025-10-26,Corporate Account,Paid
904,24176,2022-01-07,2022-01-14,5543.27,0.00,593.92,5543.27,2022-01-11,Credit Card,Paid
905,17894,2023-12-26,2024-01-02,3953.32,0.00,423.57,3953.32,2023-12-27,Credit Card,Paid
906,5367,2021-03-02,2021-03-09,5422.62,537.96,581.00,5422.62,2021-03-06,Credit Card,Paid
907,9041,2020-03-17,2020-03-24,1168.90,0.00,125.24,1168.90,2020-03-22,Cash,Paid
908,16890,2020-04-15,2020-04-22,497.67,23.39,53.32,497.67,2020-04-20,Corporate Account,Paid
909,8430,2021-07-20,2021-07-27,3210.43,0.00,343.97,3210.43,2021-07-20,Bank Transfer,Paid
910,10735,2023-06-08,2023-06-15,1835.74,0.00,196.69,1835.74,2023-06-08,Credit Card,Paid
911,5571,2024-11-25,2024-12-02,1499.84,0.00,160.70,0.00,,Cash,Overdue
912,16988,2021-07-18,2021-07-25,330.11,0.00,35.37,330.11,2021-07-22,Corporate Account,Paid
913,17079,2021-10-17,2021-10-24,4539.58,0.00,486.38,4539.58,2021-10-20,Credit Card,Paid
914,13462,2020-01-08,2020-01-15,5495.18,0.00,588.77,5495.18,2020-01-08,Cash,Paid
915,12781,2020-09-23,2020-09-30,2653.44,0.00,284.30,2653.44,2020-09-24,Corporate Account,Paid
916,18861,2023-07-21,2023-07-28,1005.20,0.00,107.70,1005.20,2023-07-26,Credit Card,Paid
917,730,2025-06-02,2025-06-09,2408.93,0.00,258.10,0.00,,Bank Transfer,Overdue
918,7180,2025-10-16,2025-10-23,3022.08,0.00,323.79,3022.08,2025-10-18,Cash,Paid
919,13793,2023-10-09,2023-10-16,5113.81,0.00,547.91,0.00,,Bank Transfer,Pending
920,2893,2020-07-06,2020-07-13,2495.91,0.00,267.42,2495.91,2020-07-09,Corporate Account,Paid
921,3539,2020-09-14,2020-09-21,737.84,116.26,79.05,737.84,2020-09-14,Bank Transfer,Paid
922,21448,2024-10-07,2024-10-14,2152.06,0.00,230.58,0.00,,Bank Transfer,Pending
923,5475,2023-09-05,2023-09-12,1721.46,0.00,184.44,1721.46,2023-09-08,Credit Card,Paid
924,22544,2021-04-23,2021-04-30,2565.49,0.00,274.87,2565.49,2021-04-28,Bank Transfer,Paid
925,18489,2020-01-01,2020-01-08,3631.61,0.00,389.10,3631.61,2020-01-03,Credit Card,Paid
926,18983,2025-02-08,2025-02-15,1558.29,0.00,166.96,1558.29,2025-02-08,Cash,Paid
927,21371,2025-09-04,2025-09-11,5723.94,0.00,613.28,5723.94,2025-09-08,Bank Transfer,Paid
928,24470,2021-02-25,2021-03-04,1229.93,0.00,131.78,1229.93,2021-02-25,Corporate Account,Paid
929,7173,2024-03-02,2024-03-09,1583.48,0.00,169.66,0.00,,Bank Transfer,Pending
930,15520,2022-06-17,2022-06-24,839.08,0.00,89.90,839.08,2022-06-21,Corporate Account,Paid
931,2751,2021-12-28,2022-01-04,2350.53,0.00,251.84,2350.53,2022-01-01,Cash,Paid
932,19941,2020-08-08,2020-08-15,2234.54,0.00,239.42,2234.54,2020-08-10,Cash,Paid
933,13635,2023-12-13,2023-12-20,1497.18,0.00,160.41,1497.18,2023-12-14,Credit Card,Paid
934,15617,2025-03-27,2025-04-03,1160.05,182.78,124.29,1160.05,2025-03-27,Bank Transfer,Paid
935,4894,2022-09-22,2022-09-29,773.68,0.00,82.89,773.68,2022-09-24,Cash,Paid
936,9907,2020-08-23,2020-08-30,4996.38,0.00,535.33,4996.38,2020-08-26,Credit Card,Paid
937,2070,2020-08-19,2020-08-26,3123.26,309.85,334.63,3123.26,2020-08-20,Credit Card,Paid
938,9082,2021-06-15,2021-06-22,2122.43,0.00,227.40,2122.43,2021-06-20,Credit Card,Paid
939,19664,2021-02-19,2021-02-26,502.71,49.87,53.86,502.71,2021-02-23,Corporate Account,Paid
940,7137,2021-12-03,2021-12-10,4472.17,0.00,479.16,4472.17,2021-12-06,Corporate Account,Paid
941,15962,2021-05-20,2021-05-27,4332.76,203.61,464.22,4332.76,2021-05-20,Credit Card,Paid
942,12126,2022-09-25,2022-10-02,1204.32,119.48,129.03,1204.32,2022-09-28,Cash,Paid
943,8770,2023-01-15,2023-01-22,2849.54,0.00,305.31,0.00,,Corporate Account,Pending
944,19262,2021-08-19,2021-08-26,1521.62,0.00,163.03,0.00,,Cash,Pending
945,5431,2025-11-21,2025-11-28,4115.11,408.24,440.90,4115.11,2025-11-24,Credit Card,Paid
946,2797,2022-04-26,2022-05-03,421.38,0.00,45.15,421.38,2022-04-26,Cash,Paid
947,9756,2025-11-20,2025-11-27,716.00,0.00,76.71,0.00,,Cash,Pending
948,23337,2022-04-08,2022-04-15,910.56,0.00,97.56,0.00,,Cash,Pending
949,23794,2025-01-16,2025-01-23,1095.74,0.00,117.40,1095.74,2025-01-21,Corporate Account,Paid
950,15393,2025-03-26,2025-04-02,861.65,40.49,92.32,861.65,2025-03-29,Credit Card,Paid
951,18543,2024-08-28,2024-09-04,4548.58,0.00,487.35,4548.58,2024-08-29,Credit Card,Paid
952,8884,2023-06-27,2023-07-04,2756.14,0.00,295.30,2756.14,2023-06-30,Cash,Paid
953,23739,2025-07-11,2025-07-18,2577.96,0.00,276.21,2577.96,2025-07-11,Bank Transfer,Paid
954,13331,2020-12-23,2020-12-30,951.11,149.86,101.90,951.11,2020-12-26,Credit Card,Paid
955,1739,2022-08-12,2022-08-19,547.87,0.00,58.70,547.87,2022-08-13,Corporate Account,Paid
956,2984,2025-07-12,2025-07-19,3606.62,805.05,386.42,3606.62,2025-07-17,Corporate Account,Paid
957,2738,2024-05-17,2024-05-24,2289.49,0.00,245.30,2289.49,2024-05-18,Cash,Paid
958,18749,2024-05-04,2024-05-11,735.67,115.91,78.82,735.67,2024-05-06,Corporate Account,Paid
959,19431,2021-08-27,2021-09-03,1010.88,0.00,108.31,1010.88,2021-08-28,Cash,Paid
960,24919,2025-04-15,2025-04-22,2115.97,0.00,226.71,2115.97,2025-04-15,Bank Transfer,Paid
961,17415,2025-08-22,2025-08-29,2349.17,110.39,251.70,0.00,,Bank Transfer,Pending
962,23975,2022-09-25,2022-10-02,1703.42,0.00,182.51,1703.42,2022-09-30,Corporate Account,Paid
963,11635,2023-08-03,2023-08-10,490.44,0.00,52.55,490.44,2023-08-03,Credit Card,Paid
964,3027,2024-03-15,2024-03-22,903.17,0.00,96.77,903.17,2024-03-17,Bank Transfer,Paid
965,6014,2021-01-11,2021-01-18,3183.80,149.61,341.12,3183.80,2021-01-14,Credit Card,Paid
966,24809,2021-11-13,2021-11-20,1528.86,0.00,163.81,1528.86,2021-11-17,Bank Transfer,Paid
967,9235,2020-12-05,2020-12-12,3889.25,182.77,416.71,3889.25,2020-12-09,Corporate Account,Paid
968,7877,2024-12-13,2024-12-20,5360.70,844.65,574.36,5360.70,2024-12-17,Corporate Account,Paid
969,10633,2022-10-07,2022-10-14,1229.67,0.00,131.75,0.00,,Cash,Pending
970,16412,2023-03-17,2023-03-24,410.19,0.00,43.95,410.19,2023-03-18,Bank Transfer,Paid
971,24269,2023-12-21,2023-12-28,3948.85,185.57,423.09,3948.85,2023-12-24,Credit Card,Paid
972,2775,2020-05-15,2020-05-22,2186.84,0.00,234.30,0.00,,Corporate Account,Pending
973,20335,2020-08-03,2020-08-10,2424.27,0.00,259.74,2424.27,2020-08-04,Bank Transfer,Paid
974,6905,2024-10-28,2024-11-04,5049.52,795.62,541.02,5049.52,2024-10-29,Bank Transfer,Paid
975,3129,2024-02-20,2024-02-27,1066.82,0.00,114.30,1066.82,2024-02-23,Bank Transfer,Paid
976,16074,2021-11-25,2021-12-02,1241.83,0.00,133.05,1241.83,2021-11-26,Corporate Account,Paid
977,15008,2021-04-09,2021-04-16,5295.73,0.00,567.40,5295.73,2021-04-11,Credit Card,Paid
978,10492,2025-04-21,2025-04-28,4495.45,0.00,481.66,4495.45,2025-04-24,Bank Transfer,Paid
979,11910,2020-11-13,2020-11-20,4641.67,0.00,497.32,0.00,,Credit Card,Overdue
980,7650,2024-01-27,2024-02-03,2931.61,137.76,314.10,2931.61,2024-01-29,Bank Transfer,Paid
981,4751,2024-09-17,2024-09-24,473.86,47.01,50.77,473.86,2024-09-17,Cash,Paid
982,21940,2021-05-02,2021-05-09,3495.50,0.00,374.52,3495.50,2021-05-02,Credit Card,Paid
983,3055,2022-05-12,2022-05-19,1650.65,0.00,176.86,1650.65,2022-05-13,Corporate Account,Paid
984,18431,2023-10-05,2023-10-12,940.67,0.00,100.79,940.67,2023-10-07,Credit Card,Paid
985,1805,2021-02-22,2021-03-01,1956.06,0.00,209.58,1956.06,2021-02-25,Bank Transfer,Paid
986,4170,2025-01-11,2025-01-18,2574.82,0.00,275.87,2574.82,2025-01-15,Corporate Account,Paid
987,322,2022-06-16,2022-06-23,3473.76,0.00,372.19,3473.76,2022-06-19,Credit Card,Paid
988,15948,2022-09-15,2022-09-22,617.94,0.00,66.21,617.94,2022-09-16,Credit Card,Paid
989,12772,2021-08-05,2021-08-12,1070.58,0.00,114.70,1070.58,2021-08-08,Bank Transfer,Paid
990,22471,2023-03-24,2023-03-31,380.31,0.00,40.75,0.00,,Corporate Account,Pending
991,8035,2024-04-07,2024-04-14,3286.39,0.00,352.11,3286.39,2024-04-08,Corporate Account,Paid
992,3983,2020-05-02,2020-05-09,2591.94,257.14,277.71,2591.94,2020-05-04,Cash,Paid
993,12364,2023-04-23,2023-04-30,3589.88,0.00,384.63,0.00,,Cash,Overdue
994,19583,2024-08-12,2024-08-19,1767.63,83.07,189.39,1767.63,2024-08-16,Corporate Account,Paid
995,14606,2023-05-01,2023-05-08,1981.84,93.13,212.34,1981.84,2023-05-06,Cash,Paid
996,16545,2020-06-01,2020-06-08,944.48,0.00,101.19,944.48,2020-06-03,Cash,Paid
997,7668,2021-04-04,2021-04-11,1050.15,0.00,112.52,0.00,,Credit Card,Pending
998,14643,2022-09-05,2022-09-12,517.97,0.00,55.50,517.97,2022-09-07,Credit Card,Paid
999,648,2025-05-11,2025-05-18,1256.78,0.00,134.65,1256.78,2025-05-11,Cash,Paid
1000,21680,2020-03-21,2020-03-28,1981.53,0.00,212.31,1981.53,2020-03-21,Credit Card,Paid
1001,16700,2021-05-13,2021-05-20,4479.94,0.00,479.99,4479.94,2021-05-18,Credit Card,Paid
1002,18242,2024-07-18,2024-07-25,961.06,45.16,102.97,961.06,2024-07-18,Bank Transfer,Paid
1003,15774,2024-07-18,2024-07-25,788.86,0.00,84.52,788.86,2024-07-19,Credit Card,Paid
1004,3280,2022-07-21,2022-07-28,883.45,87.64,94.65,883.45,2022-07-24,Cash,Paid
1005,5286,2020-09-04,2020-09-11,4244.34,0.00,454.75,4244.34,2020-09-08,Bank Transfer,Paid
1006,12876,2023-03-05,2023-03-12,3593.92,0.00,385.06,3593.92,2023-03-08,Credit Card,Paid
1007,14425,2024-03-22,2024-03-29,822.25,38.64,88.10,822.25,2024-03-26,Cash,Paid
1008,6272,2024-10-22,2024-10-29,2975.11,0.00,318.76,2975.11,2024-10-25,Bank Transfer,Paid
1009,15845,2020-10-09,2020-10-16,1222.79,0.00,131.01,1222.79,2020-10-14,Bank Transfer,Paid
1010,21293,2025-12-24,2025-12-31,1204.00,189.71,129.00,1204.00,2025-12-29,Corporate Account,Paid
1011,10447,2024-01-09,2024-01-16,2961.68,0.00,317.32,2961.68,2024-01-10,Cash,Paid
1012,13564,2020-05-25,2020-06-01,5787.21,574.13,620.06,5787.21,2020-05-27,Corporate Account,Paid
1013,1934,2025-02-16,2025-02-23,836.87,0.00,89.66,836.87,2025-02-17,Corporate Account,Paid
1014,10799,2020-11-09,2020-11-16,353.29,55.66,37.85,0.00,,Cash,Pending
1015,10770,2021-10-13,2021-10-20,1537.48,0.00,164.73,1537.48,2021-10-16,Bank Transfer,Paid
1016,19757,2023-08-08,2023-08-15,1216.22,191.63,130.31,1216.22,2023-08-10,Credit Card,Paid
1017,24073,2023-10-25,2023-11-01,2136.07,100.38,228.87,2136.07,2023-10-25,Corporate Account,Paid
1018,7303,2021-03-21,2021-03-28,3479.28,0.00,372.78,0.00,,Cash,Pending
1019,4351,2022-12-22,2022-12-29,4103.31,0.00,439.64,4103.31,2022-12-26,Credit Card,Paid
1020,23260,2022-05-06,2022-05-13,5412.10,0.00,579.87,5412.10,2022-05-09,Cash,Paid
1021,22683,2020-11-18,2020-11-25,607.13,0.00,65.05,607.13,2020-11-18,Bank Transfer,Paid
1022,19156,2023-12-24,2023-12-31,2531.45,118.96,271.23,2531.45,2023-12-28,Bank Transfer,Paid
1023,2735,2023-12-08,2023-12-15,3942.77,0.00,422.44,3942.77,2023-12-08,Cash,Paid
1024,12869,2023-06-09,2023-06-16,4475.04,443.95,479.47,4475.04,2023-06-10,Corporate Account,Paid
1025,11883,2021-12-09,2021-12-16,1350.75,0.00,144.72,1350.75,2021-12-11,Credit Card,Paid
