ShiftID,EmployeeID,ShiftDate,StartTime,EndTime,DepartmentID,ShiftType,HoursWorked,OvertimeHours,Status
1752,11,2020-02-02,14:00,22:00,3,Evening,8.0,0,Scheduled
1753,43,2020-02-02,22:00,06:00,3,Night,8.0,0,Completed
1754,67,2020-02-02,22:00,06:00,3,Night,8.0,0,Completed
1755,51,2020-02-02,22:00,06:00,3,Night,8.0,0,Completed
1756,20,2020-02-02,06:00,14:00,4,Morning,8.0,0,Completed
1757,36,2020-02-02,14:00,22:00,4,Evening,8.0,0,Missed
1758,4,2020-02-02,22:00,06:00,4,Night,8.0,0,Completed
1759,69,2020-02-02,06:00,14:00,5,Morning,8.0,0,Missed
1760,61,2020-02-02,06:00,14:00,5,Morning,8.0,0,Completed
1761,69,2020-02-02,14:00,22:00,5,Evening,8.0,0,Completed
1762,29,2020-02-02,14:00,22:00,5,Evening,9.0,1,Completed
1763,45,2020-02-02,22:00,06:00,5,Night,8.0,0,Missed
1764,69,2020-02-02,22:00,06:00,5,Night,8.0,0,Completed
1765,78,2020-02-02,06:00,14:00,6,Morning,8.0,0,Completed
1766,30,2020-02-02,06:00,14:00,6,Morning,11.0,3,Completed
1767,6,2020-02-02,14:00,22:00,6,Evening,8.0,0,Completed
1768,70,2020-02-02,14:00,22:00,6,Evening,8.0,0,Completed
1769,86,2020-02-02,22:00,06:00,6,Night,8.0,0,Completed
1770,30,2020-02-02,22:00,06:00,6,Night,8.0,0,Missed
1771,87,2020-02-02,06:00,14:00,7,Morning,8.0,0,Completed
1772,31,2020-02-02,14:00,22:00,7,Evening,10.0,4,Completed
1773,79,2020-02-02,22:00,06:00,7,Night,12.0,4,Completed
1774,32,2020-02-02,06:00,14:00,8,Morning,8.0,0,Completed
1775,8,2020-02-02,06:00,14:00,8,Morning,8.0,0,Completed
1776,88,2020-02-02,06:00,14:00,8,Morning,8.0,0,Completed
1777,64,2020-02-02,14:00,22:00,8,Evening,6.0,0,Completed
1778,32,2020-02-02,14:00,22:00,8,Evening,8.0,0,Completed
1779,72,2020-02-02,14:00,22:00,8,Evening,8.0,0,Completed
1780,48,2020-02-02,22:00,06:00,8,Night,8.0,0,Completed
1781,96,2020-02-02,22:00,06:00,8,Night,6.0,0,Missed
1782,32,2020-02-02,22:00,06:00,8,Night,11.0,3,Completed
1783,9,2020-02-03,06:00,14:00,1,Morning,8.0,0,Completed
1784,57,2020-02-03,06:00,14:00,1,Morning,6.0,0,Completed
1785,73,2020-02-03,14:00,22:00,1,Evening,8.0,0,Completed
1786,89,2020-02-03,14:00,22:00,1,Evening,9.0,1,Completed
1787,33,2020-02-03,22:00,06:00,1,Night,9.0,1,Completed
1788,9,2020-02-03,22:00,06:00,1,Night,11.0,3,Completed
1789,42,2020-02-03,06:00,14:00,2,Morning,8.0,0,Scheduled
1790,50,2020-02-03,06:00,14:00,2,Morning,8.0,0,Completed
1791,74,2020-02-03,06:00,14:00,2,Morning,8.0,0,Completed
1792,82,2020-02-03,06:00,14:00,2,Morning,8.0,0,Completed
1793,58,2020-02-03,14:00,22:00,2,Evening,8.0,0,Completed
1794,74,2020-02-03,14:00,22:00,2,Evening,8.0,0,Completed
1795,26,2020-02-03,14:00,22:00,2,Evening,12.0,4,Scheduled
1796,2,2020-02-03,14:00,22:00,2,Evening,8.0,0,Scheduled
1797,10,2020-02-03,22:00,06:00,2,Night,8.0,0,Completed
1798,26,2020-02-03,22:00,06:00,2,Night,8.0,0,Scheduled
1799,58,2020-02-03,22:00,06:00,2,Night,8.0,0,Completed
1800,90,2020-02-03,22:00,06:00,2,Night,8.0,0,Completed
1801,51,2020-02-03,06:00,14:00,3,Morning,6.0,0,Missed
1802,43,2020-02-03,06:00,14:00,3,Morning,8.0,0,Completed
1803,83,2020-02-03,06:00,14:00,3,Morning,8.0,0,Completed
1804,99,2020-02-03,14:00,22:00,3,Evening,11.0,3,Missed
1805,11,2020-02-03,14:00,22:00,3,Evening,8.0,0,Completed
1806,43,2020-02-03,14:00,22:00,3,Evening,8.0,0,Completed
1807,75,2020-02-03,22:00,06:00,3,Night,8.0,0,Completed
1808,59,2020-02-03,22:00,06:00,3,Night,9.0,2,Scheduled
1809,51,2020-02-03,22:00,06:00,3,Night,8.0,0,Completed
1810,68,2020-02-03,06:00,14:00,4,Morning,8.0,0,Completed
1811,52,2020-02-03,14:00,22:00,4,Evening,10.0,2,Completed
1812,92,2020-02-03,22:00,06:00,4,Night,8.0,0,Completed
1813,5,2020-02-03,06:00,14:00,5,Morning,8.0,0,Missed
1814,37,2020-02-03,06:00,14:00,5,Morning,8.0,0,Completed
1815,5,2020-02-03,14:00,22:00,5,Evening,8.0,0,Completed
1816,61,2020-02-03,14:00,22:00,5,Evening,8.0,0,Completed
1817,53,2020-02-03,22:00,06:00,5,Night,8.0,0,Completed
1818,93,2020-02-03,22:00,06:00,5,Night,8.0,0,Completed
1819,70,2020-02-03,06:00,14:00,6,Morning,8.0,0,Completed
1820,94,2020-02-03,06:00,14:00,6,Morning,8.0,0,Completed
1821,78,2020-02-03,14:00,22:00,6,Evening,8.0,0,Completed
1822,94,2020-02-03,14:00,22:00,6,Evening,8.0,0,Completed
1823,94,2020-02-03,22:00,06:00,6,Night,9.0,1,Completed
1824,54,2020-02-03,22:00,06:00,6,Night,8.0,0,Missed
1825,31,2020-02-03,06:00,14:00,7,Morning,8.0,0,Missed
1826,23,2020-02-03,14:00,22:00,7,Evening,8.0,0,Missed
1827,71,2020-02-03,22:00,06:00,7,Night,8.0,0,Completed
1828,56,2020-02-03,06:00,14:00,8,Morning,10.0,2,Completed
1829,72,2020-02-03,06:00,14:00,8,Morning,8.0,0,Completed
1830,88,2020-02-03,06:00,14:00,8,Morning,8.0,0,Completed
1831,8,2020-02-03,14:00,22:00,8,Evening,8.0,0,Completed
1832,56,2020-02-03,14:00,22:00,8,Evening,8.0,0,Completed
1833,72,2020-02-03,14:00,22:00,8,Evening,8.0,0,Completed
1834,8,2020-02-03,22:00,06:00,8,Night,9.0,1,Completed
1835,32,2020-02-03,22:00,06:00,8,Night,8.0,0,Missed
1836,16,2020-02-03,22:00,06:00,8,Night,8.0,0,Completed
1837,65,2020-02-04,06:00,14:00,1,Morning,6.0,0,Missed
1838,57,2020-02-04,06:00,14:00,1,Morning,8.0,0,Completed
1839,97,2020-02-04,14:00,22:00,1,Evening,8.0,0,Completed
1840,41,2020-02-04,14:00,22:00,1,Evening,8.0,0,Completed
1841,9,2020-02-04,22:00,06:00,1,Night,9.0,1,Completed
1842,25,2020-02-04,22:00,06:00,1,Night,8.0,0,Completed
1843,82,2020-02-04,06:00,14:00,2,Morning,8.0,0,Completed
1844,74,2020-02-04,06:00,14:00,2,Morning,8.0,0,Completed
1845,90,2020-02-04,06:00,14:00,2,Morning,8.0,0,Completed
1846,58,2020-02-04,06:00,14:00,2,Morning,8.0,0,Completed
1847,26,2020-02-04,14:00,22:00,2,Evening,8.0,0,Completed
1848,58,2020-02-04,14:00,22:00,2,Evening,8.0,0,Missed
1849,10,2020-02-04,14:00,22:00,2,Evening,8.0,0,Completed
1850,18,2020-02-04,14:00,22:00,2,Evening,5.0,0,Completed
1851,26,2020-02-04,22:00,06:00,2,Night,8.0,0,Completed
1852,90,2020-02-04,22:00,06:00,2,Night,8.0,0,Missed
1853,10,2020-02-04,22:00,06:00,2,Night,8.0,0,Completed
1854,34,2020-02-04,22:00,06:00,2,Night,8.0,0,Scheduled
1855,59,2020-02-04,06:00,14:00,3,Morning,8.0,0,Completed
1856,67,2020-02-04,06:00,14:00,3,Morning,8.0,0,Completed
1857,19,2020-02-04,06:00,14:00,3,Morning,11.0,3,Missed
1858,59,2020-02-04,14:00,22:00,3,Evening,8.0,0,Missed
1859,67,2020-02-04,14:00,22:00,3,Evening,8.0,0,Completed
1860,35,2020-02-04,14:00,22:00,3,Evening,8.0,0,Completed
1861,75,2020-02-04,22:00,06:00,3,Night,8.0,0,Completed
1862,91,2020-02-04,22:00,06:00,3,Night,8.0,0,Completed
1863,59,2020-02-04,22:00,06:00,3,Night,8.0,0,Completed
1864,100,2020-02-04,06:00,14:00,4,Morning,8.0,0,Completed
1865,76,2020-02-04,14:00,22:00,4,Evening,8.0,0,Completed
1866,92,2020-02-04,22:00,06:00,4,Night,8.0,0,Completed
1867,85,2020-02-04,06:00,14:00,5,Morning,11.0,3,Completed
1868,5,2020-02-04,06:00,14:00,5,Morning,8.0,0,Completed
1869,53,2020-02-04,14:00,22:00,5,Evening,8.0,0,Completed
1870,85,2020-02-04,14:00,22:00,5,Evening,10.0,2,Completed
1871,77,2020-02-04,22:00,06:00,5,Night,8.0,0,Completed
1872,69,2020-02-04,22:00,06:00,5,Night,8.0,0,Completed
1873,22,2020-02-04,06:00,14:00,6,Morning,8.0,0,Completed
1874,78,2020-02-04,06:00,14:00,6,Morning,8.0,0,Completed
1875,86,2020-02-04,14:00,22:00,6,Evening,11.0,3,Completed
1876,70,2020-02-04,14:00,22:00,6,Evening,11.0,3,Completed
1877,54,2020-02-04,22:00,06:00,6,Night,8.0,0,Completed
1878,22,2020-02-04,22:00,06:00,6,Night,7.0,0,Completed
1879,55,2020-02-04,06:00,14:00,7,Morning,8.0,0,Completed
1880,7,2020-02-04,14:00,22:00,7,Evening,8.0,0,Completed
1881,7,2020-02-04,22:00,06:00,7,Night,8.0,0,Completed
1882,80,2020-02-04,06:00,14:00,8,Morning,8.0,0,Completed
1883,16,2020-02-04,06:00,14:00,8,Morning,8.0,0,Completed
1884,56,2020-02-04,06:00,14:00,8,Morning,7.0,0,Completed
1885,72,2020-02-04,14:00,22:00,8,Evening,12.0,4,Missed
1886,40,2020-02-04,14:00,22:00,8,Evening,8.0,0,Scheduled
1887,56,2020-02-04,14:00,22:00,8,Evening,8.0,0,Scheduled
1888,24,2020-02-04,22:00,06:00,8,Night,8.0,0,Completed
1889,48,2020-02-04,22:00,06:00,8,Night,8.0,0,Completed
1890,72,2020-02-04,22:00,06:00,8,Night,8.0,0,Completed
1891,49,2020-02-05,06:00,14:00,1,Morning,8.0,0,Completed
1892,41,2020-02-05,06:00,14:00,1,Morning,9.0,4,Completed
1893,49,2020-02-05,14:00,22:00,1,Evening,8.0,0,Completed
1894,9,2020-02-05,14:00,22:00,1,Evening,8.0,0,Completed
1895,41,2020-02-05,22:00,06:00,1,Night,8.0,0,Completed
1896,1,2020-02-05,22:00,06:00,1,Night,8.0,0,Missed
1897,34,2020-02-05,06:00,14:00,2,Morning,8.0,0,Completed
1898,26,2020-02-05,06:00,14:00,2,Morning,12.0,4,Missed
1899,98,2020-02-05,06:00,14:00,2,Morning,11.0,3,Completed
1900,74,2020-02-05,06:00,14:00,2,Morning,8.0,0,Completed
1901,10,2020-02-05,14:00,22:00,2,Evening,8.0,0,Missed
1902,50,2020-02-05,14:00,22:00,2,Evening,8.0,0,Missed
1903,2,2020-02-05,14:00,22:00,2,Evening,8.0,0,Completed
1904,18,2020-02-05,14:00,22:00,2,Evening,8.0,0,Completed
1905,42,2020-02-05,22:00,06:00,2,Night,6.0,0,Missed
1906,74,2020-02-05,22:00,06:00,2,Night,8.0,0,Completed
1907,18,2020-02-05,22:00,06:00,2,Night,8.0,0,Completed
1908,2,2020-02-05,22:00,06:00,2,Night,9.0,1,Missed
1909,91,2020-02-05,06:00,14:00,3,Morning,8.0,0,Missed
1910,27,2020-02-05,06:00,14:00,3,Morning,12.0,4,Completed
1911,3,2020-02-05,06:00,14:00,3,Morning,8.0,0,Completed
1912,91,2020-02-05,14:00,22:00,3,Evening,8.0,0,Completed
1913,19,2020-02-05,14:00,22:00,3,Evening,8.0,0,Completed
1914,75,2020-02-05,14:00,22:00,3,Evening,8.0,0,Completed
1915,35,2020-02-05,22:00,06:00,3,Night,12.0,4,Missed
1916,59,2020-02-05,22:00,06:00,3,Night,8.0,0,Completed
1917,91,2020-02-05,22:00,06:00,3,Night,8.0,0,Completed
1918,12,2020-02-05,06:00,14:00,4,Morning,6.0,0,Completed
1919,100,2020-02-05,14:00,22:00,4,Evening,7.0,0,Completed
1920,60,2020-02-05,22:00,06:00,4,Night,8.0,0,Completed
1921,69,2020-02-05,06:00,14:00,5,Morning,8.0,0,Completed
1922,21,2020-02-05,06:00,14:00,5,Morning,8.0,0,Completed
1923,53,2020-02-05,14:00,22:00,5,Evening,8.0,0,Completed
1924,45,2020-02-05,14:00,22:00,5,Evening,8.0,0,Missed
1925,21,2020-02-05,22:00,06:00,5,Night,6.0,0,Completed
1926,37,2020-02-05,22:00,06:00,5,Night,8.0,0,Completed
1927,70,2020-02-05,06:00,14:00,6,Morning,8.0,0,Completed
1928,38,2020-02-05,06:00,14:00,6,Morning,8.0,0,Completed
1929,30,2020-02-05,14:00,22:00,6,Evening,8.0,0,Completed
1930,38,2020-02-05,14:00,22:00,6,Evening,8.0,0,Completed
1931,6,2020-02-05,22:00,06:00,6,Night,8.0,0,Missed
1932,54,2020-02-05,22:00,06:00,6,Night,8.0,0,Completed
1933,31,2020-02-05,06:00,14:00,7,Morning,8.0,0,Completed
1934,87,2020-02-05,14:00,22:00,7,Evening,8.0,0,Completed
1935,95,2020-02-05,22:00,06:00,7,Night,8.0,0,Completed
1936,16,2020-02-05,06:00,14:00,8,Morning,8.0,0,Completed
1937,24,2020-02-05,06:00,14:00,8,Morning,8.0,0,Completed
1938,72,2020-02-05,06:00,14:00,8,Morning,8.0,0,Completed
1939,40,2020-02-05,14:00,22:00,8,Evening,8.0,0,Completed
1940,64,2020-02-05,14:00,22:00,8,Evening,7.0,0,Completed
1941,72,2020-02-05,14:00,22:00,8,Evening,9.0,1,Missed
1942,96,2020-02-05,22:00,06:00,8,Night,8.0,0,Completed
1943,8,2020-02-05,22:00,06:00,8,Night,8.0,0,Completed
1944,56,2020-02-05,22:00,06:00,8,Night,8.0,0,Missed
1945,17,2020-02-06,06:00,14:00,1,Morning,8.0,0,Missed
1946,49,2020-02-06,06:00,14:00,1,Morning,8.0,0,Completed
1947,57,2020-02-06,14:00,22:00,1,Evening,8.0,0,Completed
1948,1,2020-02-06,14:00,22:00,1,Evening,8.0,0,Completed
1949,65,2020-02-06,22:00,06:00,1,Night,8.0,0,Completed
1950,57,2020-02-06,22:00,06:00,1,Night,8.0,0,Completed
1951,26,2020-02-06,06:00,14:00,2,Morning,8.0,0,Completed
1952,50,2020-02-06,06:00,14:00,2,Morning,10.0,2,Missed
1953,74,2020-02-06,06:00,14:00,2,Morning,8.0,0,Completed
1954,10,2020-02-06,06:00,14:00,2,Morning,8.0,0,Completed
1955,74,2020-02-06,14:00,22:00,2,Evening,8.0,0,Completed
1956,2,2020-02-06,14:00,22:00,2,Evening,8.0,0,Completed
1957,10,2020-02-06,14:00,22:00,2,Evening,8.0,0,Completed
1958,50,2020-02-06,14:00,22:00,2,Evening,8.0,0,Completed
1959,82,2020-02-06,22:00,06:00,2,Night,5.0,0,Completed
1960,42,2020-02-06,22:00,06:00,2,Night,8.0,0,Completed
1961,26,2020-02-06,22:00,06:00,2,Night,8.0,0,Completed
1962,98,2020-02-06,22:00,06:00,2,Night,8.0,0,Completed
1963,51,2020-02-06,06:00,14:00,3,Morning,8.0,0,Completed
1964,91,2020-02-06,06:00,14:00,3,Morning,9.0,1,Completed
1965,11,2020-02-06,06:00,14:00,3,Morning,8.0,0,Completed
1966,75,2020-02-06,14:00,22:00,3,Evening,8.0,0,Completed
1967,99,2020-02-06,14:00,22:00,3,Evening,8.0,0,Completed
1968,43,2020-02-06,14:00,22:00,3,Evening,9.0,1,Missed
1969,27,2020-02-06,22:00,06:00,3,Night,12.0,4,Completed
1970,67,2020-02-06,22:00,06:00,3,Night,10.0,2,Scheduled
1971,83,2020-02-06,22:00,06:00,3,Night,8.0,0,Completed
1972,68,2020-02-06,06:00,14:00,4,Morning,8.0,0,Scheduled
1973,20,2020-02-06,14:00,22:00,4,Evening,8.0,0,Completed
1974,84,2020-02-06,22:00,06:00,4,Night,8.0,0,Completed
1975,53,2020-02-06,06:00,14:00,5,Morning,8.0,0,Completed
1976,69,2020-02-06,06:00,14:00,5,Morning,11.0,3,Completed
1977,29,2020-02-06,14:00,22:00,5,Evening,8.0,0,Completed
1978,69,2020-02-06,14:00,22:00,5,Evening,8.0,0,Completed
1979,37,2020-02-06,22:00,06:00,5,Night,8.0,0,Completed
1980,85,2020-02-06,22:00,06:00,5,Night,8.0,0,Completed
1981,54,2020-02-06,06:00,14:00,6,Morning,8.0,0,Completed
1982,86,2020-02-06,06:00,14:00,6,Morning,8.0,0,Completed
1983,86,2020-02-06,14:00,22:00,6,Evening,8.0,0,Completed
1984,38,2020-02-06,14:00,22:00,6,Evening,8.0,0,Scheduled
1985,62,2020-02-06,22:00,06:00,6,Night,6.0,0,Completed
1986,94,2020-02-06,22:00,06:00,6,Night,8.0,0,Completed
1987,47,2020-02-06,06:00,14:00,7,Morning,9.0,4,Completed
1988,71,2020-02-06,14:00,22:00,7,Evening,7.0,0,Completed
1989,31,2020-02-06,22:00,06:00,7,Night,12.0,4,Missed
1990,64,2020-02-06,06:00,14:00,8,Morning,11.0,3,Completed
1991,48,2020-02-06,06:00,14:00,8,Morning,8.0,0,Completed
1992,80,2020-02-06,06:00,14:00,8,Morning,8.0,0,Completed
1993,8,2020-02-06,14:00,22:00,8,Evening,11.0,3,Missed
1994,16,2020-02-06,14:00,22:00,8,Evening,7.0,0,Completed
1995,48,2020-02-06,14:00,22:00,8,Evening,8.0,0,Completed
1996,64,2020-02-06,22:00,06:00,8,Night,8.0,0,Scheduled
1997,48,2020-02-06,22:00,06:00,8,Night,8.0,0,Missed
1998,56,2020-02-06,22:00,06:00,8,Night,8.0,0,Completed
1999,33,2020-02-07,06:00,14:00,1,Morning,8.0,0,Completed
2000,9,2020-02-07,06:00,14:00,1,Morning,5.0,0,Completed
2001,25,2020-02-07,14:00,22:00,1,Evening,8.0,0,Missed
2002,1,2020-02-07,14:00,22:00,1,Evening,8.0,0,Completed
2003,57,2020-02-07,22:00,06:00,1,Night,12.0,4,Scheduled
2004,81,2020-02-07,22:00,06:00,1,Night,8.0,0,Scheduled
2005,58,2020-02-07,06:00,14:00,2,Morning,8.0,0,Completed
2006,26,2020-02-07,06:00,14:00,2,Morning,6.0,0,Completed
2007,2,2020-02-07,06:00,14:00,2,Morning,12.0,4,Completed
2008,42,2020-02-07,06:00,14:00,2,Morning,8.0,0,Completed
2009,42,2020-02-07,14:00,22:00,2,Evening,6.0,0,Completed
2010,2,2020-02-07,14:00,22:00,2,Evening,8.0,0,Scheduled
2011,58,2020-02-07,14:00,22:00,2,Evening,8.0,0,Completed
2012,10,2020-02-07,14:00,22:00,2,Evening,12.0,4,Completed
2013,82,2020-02-07,22:00,06:00,2,Night,8.0,0,Completed
2014,58,2020-02-07,22:00,06:00,2,Night,8.0,0,Completed
2015,90,2020-02-07,22:00,06:00,2,Night,8.0,0,Completed
2016,74,2020-02-07,22:00,06:00,2,Night,8.0,0,Scheduled
2017,19,2020-02-07,06:00,14:00,3,Morning,8.0,0,Completed
2018,99,2020-02-07,06:00,14:00,3,Morning,8.0,0,Completed
2019,75,2020-02-07,06:00,14:00,3,Morning,8.0,0,Completed
2020,67,2020-02-07,14:00,22:00,3,Evening,8.0,0,Completed
2021,99,2020-02-07,14:00,22:00,3,Evening,8.0,0,Completed
2022,19,2020-02-07,14:00,22:00,3,Evening,8.0,0,Completed
2023,35,2020-02-07,22:00,06:00,3,Night,8.0,0,Missed
2024,67,2020-02-07,22:00,06:00,3,Night,8.0,0,Completed
2025,19,2020-02-07,22:00,06:00,3,Night,8.0,0,Scheduled
2026,76,2020-02-07,06:00,14:00,4,Morning,7.0,0,Missed
2027,100,2020-02-07,14:00,22:00,4,Evening,8.0,0,Missed
2028,92,2020-02-07,22:00,06:00,4,Night,6.0,0,Completed
2029,93,2020-02-07,06:00,14:00,5,Morning,8.0,0,Completed
2030,69,2020-02-07,06:00,14:00,5,Morning,8.0,0,Completed
2031,53,2020-02-07,14:00,22:00,5,Evening,8.0,0,Scheduled
2032,37,2020-02-07,14:00,22:00,5,Evening,8.0,0,Completed
2033,13,2020-02-07,22:00,06:00,5,Night,6.0,0,Completed
2034,53,2020-02-07,22:00,06:00,5,Night,8.0,0,Completed
2035,14,2020-02-07,06:00,14:00,6,Morning,8.0,0,Completed
2036,46,2020-02-07,06:00,14:00,6,Morning,7.0,0,Completed
2037,86,2020-02-07,14:00,22:00,6,Evening,9.0,1,Completed
2038,78,2020-02-07,14:00,22:00,6,Evening,8.0,0,Scheduled
2039,6,2020-02-07,22:00,06:00,6,Night,8.0,0,Completed
2040,38,2020-02-07,22:00,06:00,6,Night,8.0,0,Completed
2041,47,2020-02-07,06:00,14:00,7,Morning,8.0,0,Completed
2042,79,2020-02-07,14:00,22:00,7,Evening,8.0,0,Missed
2043,63,2020-02-07,22:00,06:00,7,Night,8.0,0,Missed
2044,96,2020-02-07,06:00,14:00,8,Morning,8.0,0,Completed
2045,88,2020-02-07,06:00,14:00,8,Morning,8.0,0,Completed
2046,16,2020-02-07,06:00,14:00,8,Morning,8.0,0,Missed
2047,8,2020-02-07,14:00,22:00,8,Evening,8.0,0,Missed
2048,88,2020-02-07,14:00,22:00,8,Evening,8.0,0,Completed
2049,56,2020-02-07,14:00,22:00,8,Evening,8.0,0,Completed
2050,16,2020-02-07,22:00,06:00,8,Night,8.0,0,Scheduled
2051,96,2020-02-07,22:00,06:00,8,Night,8.0,0,Completed
2052,64,2020-02-07,22:00,06:00,8,Night,7.0,0,Completed
2053,65,2020-02-08,06:00,14:00,1,Morning,8.0,0,Completed
2054,89,2020-02-08,06:00,14:00,1,Morning,8.0,0,Completed
2055,57,2020-02-08,14:00,22:00,1,Evening,8.0,0,Completed
2056,89,2020-02-08,14:00,22:00,1,Evening,8.0,0,Completed
2057,25,2020-02-08,22:00,06:00,1,Night,8.0,0,Completed
2058,1,2020-02-08,22:00,06:00,1,Night,8.0,0,Completed
2059,74,2020-02-08,06:00,14:00,2,Morning,8.0,0,Completed
2060,66,2020-02-08,06:00,14:00,2,Morning,8.0,0,Completed
2061,98,2020-02-08,06:00,14:00,2,Morning,8.0,0,Completed
2062,50,2020-02-08,06:00,14:00,2,Morning,8.0,0,Completed
2063,26,2020-02-08,14:00,22:00,2,Evening,7.0,0,Completed
2064,18,2020-02-08,14:00,22:00,2,Evening,8.0,0,Completed
2065,42,2020-02-08,14:00,22:00,2,Evening,8.0,0,Missed
2066,10,2020-02-08,14:00,22:00,2,Evening,8.0,0,Completed
2067,58,2020-02-08,22:00,06:00,2,Night,8.0,0,Completed
2068,2,2020-02-08,22:00,06:00,2,Night,8.0,0,Completed
2069,66,2020-02-08,22:00,06:00,2,Night,8.0,0,Completed
2070,42,2020-02-08,22:00,06:00,2,Night,8.0,0,Completed
2071,27,2020-02-08,06:00,14:00,3,Morning,9.0,1,Missed
2072,67,2020-02-08,06:00,14:00,3,Morning,8.0,0,Completed
2073,83,2020-02-08,06:00,14:00,3,Morning,8.0,0,Missed
2074,27,2020-02-08,14:00,22:00,3,Evening,8.0,0,Completed
2075,75,2020-02-08,14:00,22:00,3,Evening,8.0,0,Missed
2076,67,2020-02-08,14:00,22:00,3,Evening,7.0,0,Completed
2077,27,2020-02-08,22:00,06:00,3,Night,8.0,0,Completed
2078,11,2020-02-08,22:00,06:00,3,Night,8.0,0,Completed
2079,59,2020-02-08,22:00,06:00,3,Night,8.0,0,Completed
2080,28,2020-02-08,06:00,14:00,4,Morning,8.0,0,Completed
2081,76,2020-02-08,14:00,22:00,4,Evening,8.0,0,Completed
2082,68,2020-02-08,22:00,06:00,4,Night,10.0,2,Completed
2083,5,2020-02-08,06:00,14:00,5,Morning,8.0,0,Completed
2084,53,2020-02-08,06:00,14:00,5,Morning,8.0,0,Missed
2085,37,2020-02-08,14:00,22:00,5,Evening,8.0,0,Completed
2086,69,2020-02-08,14:00,22:00,5,Evening,8.0,0,Completed
2087,21,2020-02-08,22:00,06:00,5,Night,8.0,0,Completed
2088,45,2020-02-08,22:00,06:00,5,Night,8.0,0,Completed
2089,6,2020-02-08,06:00,14:00,6,Morning,8.0,0,Completed
2090,54,2020-02-08,06:00,14:00,6,Morning,8.0,0,Completed
2091,54,2020-02-08,14:00,22:00,6,Evening,8.0,0,Completed
2092,6,2020-02-08,14:00,22:00,6,Evening,8.0,0,Completed
2093,30,2020-02-08,22:00,06:00,6,Night,12.0,4,Completed
2094,86,2020-02-08,22:00,06:00,6,Night,9.0,1,Missed
2095,87,2020-02-08,06:00,14:00,7,Morning,8.0,0,Missed
2096,31,2020-02-08,14:00,22:00,7,Evening,8.0,0,Scheduled
2097,39,2020-02-08,22:00,06:00,7,Night,8.0,0,Missed
2098,56,2020-02-08,06:00,14:00,8,Morning,8.0,0,Completed
2099,72,2020-02-08,06:00,14:00,8,Morning,12.0,4,Completed
2100,88,2020-02-08,06:00,14:00,8,Morning,8.0,0,Missed
2101,96,2020-02-08,14:00,22:00,8,Evening,8.0,0,Completed
2102,48,2020-02-08,14:00,22:00,8,Evening,7.0,0,Completed
2103,32,2020-02-08,14:00,22:00,8,Evening,8.0,0,Missed
2104,80,2020-02-08,22:00,06:00,8,Night,8.0,0,Scheduled
2105,56,2020-02-08,22:00,06:00,8,Night,8.0,0,Completed
2106,48,2020-02-08,22:00,06:00,8,Night,8.0,0,Completed
2107,81,2020-02-09,06:00,14:00,1,Morning,8.0,0,Completed
2108,41,2020-02-09,06:00,14:00,1,Morning,10.0,2,Completed
2109,33,2020-02-09,14:00,22:00,1,Evening,8.0,0,Completed
2110,81,2020-02-09,14:00,22:00,1,Evening,8.0,0,Completed
2111,1,2020-02-09,22:00,06:00,1,Night,9.0,4,Completed
2112,57,2020-02-09,22:00,06:00,1,Night,8.0,0,Completed
2113,34,2020-02-09,06:00,14:00,2,Morning,8.0,0,Completed
2114,42,2020-02-09,06:00,14:00,2,Morning,8.0,0,Completed
2115,10,2020-02-09,06:00,14:00,2,Morning,8.0,0,Completed
2116,2,2020-02-09,06:00,14:00,2,Morning,5.0,0,Completed
2117,66,2020-02-09,14:00,22:00,2,Evening,8.0,0,Completed
2118,42,2020-02-09,14:00,22:00,2,Evening,8.0,0,Completed
2119,58,2020-02-09,14:00,22:00,2,Evening,8.0,0,Completed
2120,10,2020-02-09,14:00,22:00,2,Evening,8.0,0,Completed
2121,50,2020-02-09,22:00,06:00,2,Night,11.0,3,Completed
2122,74,2020-02-09,22:00,06:00,2,Night,8.0,0,Scheduled
2123,34,2020-02-09,22:00,06:00,2,Night,8.0,0,Missed
2124,10,2020-02-09,22:00,06:00,2,Night,8.0,0,Completed
2125,3,2020-02-09,06:00,14:00,3,Morning,9.0,1,Completed
2126,67,2020-02-09,06:00,14:00,3,Morning,8.0,0,Completed
2127,11,2020-02-09,06:00,14:00,3,Morning,8.0,0,Missed
2128,67,2020-02-09,14:00,22:00,3,Evening,8.0,0,Completed
2129,3,2020-02-09,14:00,22:00,3,Evening,8.0,0,Completed
2130,99,2020-02-09,14:00,22:00,3,Evening,8.0,0,Completed
2131,27,2020-02-09,22:00,06:00,3,Night,8.0,0,Completed
2132,19,2020-02-09,22:00,06:00,3,Night,8.0,0,Missed
2133,51,2020-02-09,22:00,06:00,3,Night,8.0,0,Missed
2134,92,2020-02-09,06:00,14:00,4,Morning,8.0,0,Completed
2135,100,2020-02-09,14:00,22:00,4,Evening,8.0,0,Completed
2136,28,2020-02-09,22:00,06:00,4,Night,12.0,4,Completed
2137,53,2020-02-09,06:00,14:00,5,Morning,8.0,0,Completed
2138,69,2020-02-09,06:00,14:00,5,Morning,6.0,1,Scheduled
2139,61,2020-02-09,14:00,22:00,5,Evening,8.0,0,Completed
2140,37,2020-02-09,14:00,22:00,5,Evening,8.0,0,Completed
