ServiceUsageID,GuestID,ServiceID,UsageDate,Quantity,UnitCost,TotalCost
1683,2944,3,2023-05-24,2,63.14,126.28
1684,541,3,2024-10-21,1,52.00,52.00
1685,1210,7,2022-03-13,1,62.72,62.72
1686,767,10,2020-01-31,1,5.49,5.49
1687,1428,6,2021-02-13,1,74.39,74.39
1688,1497,3,2020-07-28,2,63.68,127.36
1689,2286,9,2024-03-23,1,10.92,10.92
1690,805,2,2024-04-20,2,35.51,71.01
1691,679,8,2025-09-26,4,15.45,61.82
1692,830,13,2024-03-22,4,21.94,87.74
1693,2121,5,2024-08-18,1,9.83,9.83
1694,1430,3,2025-05-20,2,56.63,113.25
1695,735,15,2025-09-10,1,44.37,44.37
1696,2342,9,2025-11-17,1,11.47,11.47
1697,1127,15,2024-09-28,1,41.13,41.13
1698,510,13,2025-07-17,4,20.22,80.90
1699,1228,3,2022-06-06,2,57.15,114.30
1700,735,12,2020-10-03,3,51.62,154.87
1701,1667,5,2024-12-18,3,13.85,41.54
1702,1933,9,2020-03-26,1,9.89,9.89
1703,2478,5,2022-06-04,4,13.33,53.34
1704,2399,5,2022-10-19,1,10.84,10.84
1705,983,15,2022-12-03,1,41.76,41.76
1706,2678,12,2024-01-02,3,50.76,152.28
1707,661,6,2020-10-29,1,76.30,76.30
1708,1891,5,2024-06-25,1,11.87,11.87
1709,2489,15,2023-05-17,1,47.33,47.33
1710,988,10,2021-03-19,1,5.09,5.09
1711,2469,1,2024-01-21,4,24.85,99.41
1712,961,15,2022-04-12,1,41.76,41.76
1713,1146,8,2021-01-16,5,15.37,76.83
1714,2869,3,2024-03-07,1,53.19,53.19
1715,864,12,2022-02-23,2,51.17,102.34
1716,2730,14,2023-06-10,4,16.15,64.62
1717,2449,12,2025-11-16,6,45.72,274.35
1718,1545,4,2022-01-03,1,48.80,48.80
1719,2442,7,2020-04-26,1,57.72,57.72
1720,1022,13,2025-10-10,7,18.84,131.85
1721,2475,5,2024-08-10,3,12.98,38.94
1722,1546,3,2023-07-14,2,57.77,115.54
1723,2223,7,2023-08-03,1,57.49,57.49
1724,417,8,2024-12-26,3,14.24,42.72
1725,2173,10,2022-12-08,1,4.11,4.11
1726,407,12,2023-07-13,6,47.00,282.03
1727,1793,10,2023-11-03,1,5.19,5.19
1728,136,10,2022-10-17,1,4.83,4.83
1729,1976,5,2024-02-11,4,10.96,43.85
1730,2665,13,2024-10-16,5,21.48,107.39
1731,2299,7,2021-09-01,1,58.99,58.99
1732,1207,9,2025-03-23,1,9.28,9.28
1733,1544,11,2024-09-29,1,34.04,34.04
1734,673,13,2022-12-02,6,19.89,119.36
1735,2763,8,2025-12-18,3,12.96,38.89
1736,2175,4,2021-12-13,1,72.72,72.72
1737,201,6,2022-11-13,1,78.69,78.69
1738,2311,15,2025-07-10,1,42.39,42.39
1739,2821,12,2023-04-01,1,51.77,51.77
1740,2989,2,2023-09-15,4,33.33,133.31
1741,136,14,2020-08-24,2,12.71,25.42
1742,978,12,2025-11-22,3,47.51,142.52
1743,2177,14,2025-02-11,2,12.50,25.01
1744,1556,15,2022-09-20,1,41.60,41.60
1745,2597,8,2024-08-25,5,17.12,85.58
1746,568,10,2025-12-05,1,5.51,5.51
1747,1637,10,2025-05-26,1,4.99,4.99
1748,1629,7,2024-08-05,1,68.73,68.73
1749,2780,13,2021-12-16,6,19.02,114.11
1750,2398,8,2025-09-28,9,13.66,122.91
1751,1279,12,2021-12-20,1,48.35,48.35
1752,1530,1,2020-07-13,1,25.94,25.94
1753,2263,3,2022-02-16,4,53.42,213.69
1754,2786,15,2023-04-24,1,40.38,40.38
1755,2203,14,2021-04-01,3,17.48,52.44
1756,2377,4,2023-08-02,1,84.45,84.45
1757,1461,6,2023-07-02,1,70.56,70.56
1758,39,7,2024-12-16,1,62.36,62.36
1759,1441,7,2022-01-13,1,59.78,59.78
1760,1056,14,2022-05-29,2,13.68,27.36
1761,476,7,2020-06-02,1,55.15,55.15
1762,1358,9,2020-09-07,1,8.45,8.45
1763,2149,9,2025-04-04,1,10.71,10.71
1764,2535,13,2022-07-15,2,18.27,36.54
1765,1972,3,2023-09-15,4,54.87,219.50
1766,637,12,2024-07-22,6,46.50,279.02
1767,2999,14,2023-02-25,1,12.81,12.81
1768,2647,1,2020-01-05,1,24.74,24.74
1769,1631,5,2025-05-20,2,9.87,19.75
1770,1267,1,2025-10-29,2,23.28,46.57
1771,1900,13,2021-04-28,7,21.16,148.14
1772,1319,15,2023-06-02,1,44.97,44.97
1773,1659,15,2023-08-31,1,44.14,44.14
1774,884,2,2023-01-25,3,31.98,95.94
1775,836,15,2023-10-21,1,41.95,41.95
1776,2400,1,2023-12-18,2,27.75,55.50
1777,628,14,2023-07-26,3,16.59,49.77
1778,528,1,2021-01-31,2,24.72,49.44
1779,2580,12,2023-08-20,6,47.91,287.45
1780,706,10,2022-11-16,1,4.82,4.82
1781,2336,11,2021-03-30,1,27.92,27.92
1782,221,7,2025-10-06,1,63.54,63.54
1783,592,12,2021-05-12,3,51.51,154.54
1784,2023,14,2024-01-21,2,15.44,30.87
1785,1117,13,2022-03-27,5,20.40,102.01
1786,1006,10,2020-02-21,1,4.03,4.03
1787,1627,9,2024-02-02,1,9.03,9.03
1788,1519,7,2024-05-14,1,58.69,58.69
1789,239,14,2021-11-11,1,16.20,16.20
1790,403,12,2024-08-11,6,53.36,320.18
1791,508,14,2021-02-19,1,16.70,16.70
1792,1638,10,2022-11-01,1,5.95,5.95
1793,1814,2,2020-07-18,3,31.38,94.13
1794,584,8,2020-10-27,5,16.44,82.19
1795,2907,1,2020-05-25,2,22.34,44.67
1796,449,2,2022-10-13,1,31.42,31.42
1797,1555,13,2025-10-02,5,21.71,108.54
1798,1240,4,2025-07-20,1,75.39,75.39
1799,2988,4,2021-04-17,1,68.52,68.52
1800,2867,11,2021-03-22,1,33.59,33.59
1801,2705,5,2021-08-18,4,11.89,47.54
1802,778,9,2020-05-06,1,11.17,11.17
1803,2095,2,2025-01-09,2,39.39,78.78
1804,2456,12,2024-08-16,4,49.09,196.37
1805,2648,4,2021-04-27,1,46.22,46.22
1806,2166,15,2025-10-22,1,48.88,48.88
1807,207,1,2020-10-09,4,22.64,90.56
1808,717,7,2021-12-16,1,66.72,66.72
1809,1026,14,2025-01-16,1,14.23,14.23
1810,741,11,2024-06-11,1,26.85,26.85
1811,982,12,2025-12-04,3,51.34,154.01
1812,1550,9,2020-05-06,1,10.35,10.35
1813,170,11,2022-02-08,1,27.05,27.05
1814,933,15,2022-11-29,1,46.70,46.70
1815,1497,1,2021-06-17,2,25.74,51.48
1816,2897,3,2024-03-31,1,57.39,57.39
1817,1642,13,2025-01-03,2,20.92,41.84
1818,2813,12,2024-05-16,2,48.58,97.15
1819,682,13,2025-06-05,8,20.94,167.53
1820,1354,13,2020-12-06,7,21.27,148.89
1821,2931,5,2024-01-26,1,8.60,8.60
1822,2916,12,2025-11-29,1,45.20,45.20
1823,2324,1,2020-09-02,1,26.31,26.31
1824,506,12,2020-04-07,6,51.37,308.22
1825,1474,8,2020-02-16,10,16.01,160.14
1826,284,6,2021-06-25,1,85.57,85.57
1827,1967,15,2021-05-29,1,45.55,45.55
1828,2004,1,2023-01-19,2,25.27,50.54
1829,1065,10,2024-12-12,1,5.49,5.49
1830,2791,12,2021-05-24,5,47.36,236.78
1831,2847,13,2021-08-26,3,18.78,56.35
1832,783,4,2020-12-28,1,61.46,61.46
1833,1043,12,2023-07-02,4,48.36,193.43
1834,194,3,2021-06-27,3,52.36,157.09
1835,2892,11,2022-05-14,1,30.25,30.25
1836,1338,4,2025-11-16,1,75.96,75.96
1837,2411,5,2024-04-19,5,8.12,40.60
1838,1530,4,2020-04-09,1,64.13,64.13
1839,990,15,2025-06-21,1,47.80,47.80
1840,876,6,2022-08-24,1,74.93,74.93
1841,1715,6,2023-06-07,1,87.29,87.29
1842,1201,12,2022-04-13,4,48.65,194.60
1843,1267,11,2025-07-24,1,29.77,29.77
1844,2856,7,2021-06-30,1,56.51,56.51
1845,2304,11,2022-09-06,1,30.75,30.75
1846,1310,6,2024-06-28,1,74.95,74.95
1847,1985,4,2020-11-16,1,49.54,49.54
1848,2813,11,2024-07-08,1,32.92,32.92
1849,713,1,2022-04-06,4,22.80,91.21
1850,1847,8,2020-06-19,7,13.77,96.37
1851,1783,12,2023-03-09,1,47.99,47.99
1852,399,11,2020-07-03,1,33.62,33.62
1853,1962,3,2024-09-12,4,59.25,237.00
1854,306,3,2020-06-17,4,53.41,213.65
1855,675,5,2025-09-25,4,9.10,36.39
1856,2350,10,2024-03-25,1,4.17,4.17
1857,1554,5,2021-11-26,1,14.73,14.73
1858,1333,15,2020-02-07,1,49.42,49.42
1859,606,8,2022-11-16,1,15.31,15.31
1860,1464,1,2020-11-16,2,26.64,53.28
1861,1214,11,2023-07-07,1,33.53,33.53
1862,597,8,2025-07-25,6,17.68,106.07
1863,273,4,2024-03-17,1,38.33,38.33
1864,530,11,2022-05-15,1,34.82,34.82
1865,385,14,2020-08-31,4,14.60,58.42
1866,769,10,2020-12-24,1,4.84,4.84
1867,396,11,2020-06-24,1,27.18,27.18
1868,2417,12,2021-04-04,5,52.64,263.21
1869,1021,9,2025-11-30,1,9.98,9.98
1870,2941,6,2022-03-24,1,88.57,88.57
1871,1945,8,2024-05-23,6,15.83,94.95
1872,1354,15,2023-05-21,1,40.91,40.91
1873,971,5,2023-08-19,3,13.72,41.16
1874,961,7,2025-02-02,1,55.58,55.58
1875,2041,6,2020-07-06,1,73.79,73.79
1876,1269,14,2022-09-25,2,16.99,33.98
1877,2650,9,2020-05-26,1,9.27,9.27
1878,1879,9,2023-06-27,1,10.15,10.15
1879,127,6,2024-11-22,1,75.44,75.44
1880,46,13,2023-06-03,3,19.22,57.65
1881,2927,2,2021-05-25,2,36.95,73.89
1882,2319,3,2023-09-10,3,58.99,176.96
1883,1561,8,2024-03-11,10,12.46,124.62
1884,1813,8,2021-03-07,4,14.58,58.32
1885,1415,4,2023-01-02,1,71.13,71.13
1886,2142,13,2024-06-20,5,20.11,100.53
1887,874,12,2020-09-20,6,45.45,272.69
1888,608,15,2021-05-21,1,46.47,46.47
1889,1980,13,2022-02-23,4,19.75,79.01
1890,268,5,2023-08-26,4,10.20,40.80
1891,716,6,2024-07-09,1,82.64,82.64
1892,667,13,2025-05-18,6,18.94,113.63
1893,20,7,2021-06-01,1,70.00,70.00
1894,2885,11,2024-06-25,1,30.96,30.96
1895,337,2,2024-08-09,3,36.98,110.95
1896,2449,1,2024-04-26,3,25.77,77.31
1897,527,5,2023-01-24,6,13.86,83.16
1898,1043,1,2025-07-13,4,27.22,108.86
1899,1728,6,2020-08-07,1,73.05,73.05
1900,330,9,2020-08-30,1,10.47,10.47
1901,2747,14,2024-01-02,4,12.55,50.20
1902,226,5,2025-10-31,6,12.75,76.53
1903,854,7,2023-07-23,1,63.02,63.02
1904,2264,5,2025-11-04,5,14.90,74.52
1905,668,3,2023-06-02,1,54.32,54.32
1906,2985,13,2021-09-30,2,18.42,36.84
1907,1753,1,2025-10-26,3,23.24,69.72
1908,1439,11,2022-05-08,1,29.60,29.60
1909,2547,4,2024-05-30,1,68.54,68.54
1910,1844,2,2025-08-31,4,39.85,159.38
1911,2486,11,2021-08-22,1,28.46,28.46
1912,1828,3,2024-10-02,1,63.59,63.59
1913,1957,7,2020-03-19,1,58.03,58.03
1914,1442,7,2021-03-23,1,64.37,64.37
1915,283,9,2025-06-17,1,8.34,8.34
1916,478,15,2020-03-13,1,49.67,49.67
1917,1093,10,2022-07-16,1,4.69,4.69
1918,1785,5,2025-12-21,3,9.41,28.23
1919,698,15,2023-08-25,1,45.97,45.97
1920,345,3,2021-12-16,4,53.69,214.75
1921,551,12,2022-11-23,2,54.52,109.04
1922,232,11,2024-12-23,1,32.45,32.45
1923,797,1,2025-09-20,1,24.66,24.66
1924,397,10,2024-02-23,1,4.69,4.69
1925,2158,1,2022-05-31,4,23.18,92.73
1926,2067,4,2025-04-05,1,40.75,40.75
1927,125,5,2020-06-23,4,9.52,38.08
1928,987,14,2025-05-25,3,12.22,36.67
1929,2452,8,2021-01-07,9,13.65,122.84
1930,2300,9,2025-01-26,1,9.31,9.31
1931,149,5,2025-01-21,4,11.05,44.19
1932,873,2,2022-11-28,4,30.91,123.62
1933,2225,5,2022-03-03,5,11.21,56.07
1934,705,9,2021-06-12,1,9.77,9.77
1935,1244,4,2025-02-11,1,37.32,37.32
1936,1805,4,2023-08-27,1,69.13,69.13
1937,2049,13,2025-10-26,8,21.40,171.22
1938,2672,1,2024-11-28,1,23.56,23.56
1939,2462,3,2024-03-25,2,55.84,111.68
1940,2706,2,2024-07-31,2,39.99,79.97
1941,71,3,2023-08-17,1,57.58,57.58
1942,2873,13,2024-11-21,4,20.76,83.04
1943,1593,10,2020-03-16,1,4.29,4.29
1944,193,12,2022-05-08,5,52.28,261.40
1945,2225,10,2024-07-11,1,4.36,4.36
1946,347,13,2025-07-01,7,20.01,140.09
1947,1494,15,2024-08-02,1,45.56,45.56
1948,1570,1,2021-01-20,4,22.37,89.47
1949,431,2,2022-11-01,4,39.17,156.68
1950,1878,1,2021-03-15,4,27.01,108.04
1951,1537,8,2022-11-25,6,13.14,78.86
1952,2927,6,2020-10-20,1,77.26,77.26
1953,108,11,2025-04-21,1,33.33,33.33
1954,478,15,2025-04-21,1,45.62,45.62
1955,2792,1,2022-05-31,2,26.57,53.15
1956,1919,4,2021-10-29,1,50.25,50.25
1957,2046,3,2022-06-23,1,58.44,58.44
1958,1334,8,2021-07-22,9,17.73,159.61
1959,2359,10,2021-02-21,1,5.30,5.30
1960,2087,4,2024-10-17,1,66.33,66.33
1961,453,2,2021-03-12,3,32.44,97.32
1962,2322,3,2021-08-31,4,61.32,245.30
1963,2000,4,2021-03-14,1,71.42,71.42
1964,424,1,2020-05-02,2,24.02,48.05
1965,793,1,2024-08-02,3,22.39,67.18
1966,188,13,2021-12-29,2,19.63,39.26
1967,2239,4,2025-01-29,1,84.88,84.88
1968,253,15,2023-05-26,1,41.89,41.89
1969,584,4,2020-10-15,1,58.25,58.25
1970,2568,1,2022-03-19,2,25.44,50.87
1971,2769,3,2024-07-04,4,54.44,217.78
1972,2860,12,2025-08-24,5,50.14,250.72
1973,85,12,2023-09-05,5,51.49,257.44
1974,1536,11,2024-03-19,1,33.36,33.36
1975,2535,12,2021-09-21,3,53.75,161.25
1976,2242,9,2024-06-28,1,9.14,9.14
1977,2447,15,2025-04-05,1,45.05,45.05
1978,2452,9,2021-05-03,1,8.92,8.92
1979,2082,10,2023-06-11,1,5.15,5.15
1980,353,1,2025-01-22,2,24.19,48.37
1981,1351,8,2020-01-27,3,15.15,45.46
1982,2534,14,2023-06-06,3,12.93,38.78
1983,166,14,2022-01-13,3,16.41,49.23
1984,2494,11,2022-01-06,1,30.95,30.95
1985,2055,1,2024-01-01,2,24.57,49.14
1986,791,13,2025-05-08,6,20.92,125.53
1987,1465,3,2020-12-03,2,60.65,121.31
1988,1701,7,2024-01-08,1,68.33,68.33
1989,19,15,2022-02-16,1,43.75,43.75
1990,1187,9,2023-11-30,1,10.20,10.20
1991,1395,13,2025-03-13,1,20.07,20.07
1992,1714,1,2023-06-07,3,23.06,69.19
1993,915,14,2022-07-17,4,15.42,61.69
1994,2173,10,2024-08-16,1,5.02,5.02
1995,1210,8,2022-05-07,3,16.66,49.97
1996,419,5,2022-09-02,5,10.48,52.42
1997,854,10,2025-12-20,1,5.93,5.93
1998,1922,8,2024-07-04,3,16.58,49.73
1999,1724,1,2022-09-05,3,26.43,79.29
2000,915,5,2020-09-15,2,10.98,21.96
2001,1223,7,2022-09-23,1,58.46,58.46
2002,129,6,2021-09-20,1,89.28,89.28
2003,2745,15,2022-09-24,1,46.24,46.24
2004,1926,5,2021-04-08,1,12.47,12.47
2005,1410,9,2023-02-22,1,11.23,11.23
2006,2978,5,2022-05-24,4,14.38,57.52
2007,2672,7,2020-04-11,1,69.24,69.24
2008,1984,5,2020-07-12,2,11.07,22.13
2009,959,2,2020-11-12,4,37.42,149.69
2010,964,11,2024-04-05,1,26.38,26.38
2011,2214,15,2021-01-07,1,41.54,41.54
2012,914,5,2021-12-15,1,14.62,14.62
2013,2541,9,2024-08-09,1,11.57,11.57
2014,214,12,2025-11-13,5,46.16,230.81
2015,712,14,2020-11-16,4,14.91,59.65
2016,2800,7,2024-01-22,1,57.43,57.43
2017,2268,7,2024-12-15,1,56.55,56.55
2018,2977,11,2022-02-09,1,28.44,28.44
2019,1951,5,2025-07-12,3,8.05,24.15
2020,2085,6,2020-01-09,1,72.79,72.79
2021,1958,13,2021-01-17,5,20.64,103.19
2022,2075,7,2024-05-19,1,60.79,60.79
2023,1966,4,2021-05-11,1,40.39,40.39
2024,557,9,2025-10-12,1,9.45,9.45
2025,2884,13,2021-08-05,5,18.19,90.96
2026,1253,6,2023-08-25,1,89.55,89.55
2027,3000,6,2021-04-25,1,73.94,73.94
2028,2676,8,2020-04-04,2,17.48,34.97
2029,1215,11,2022-02-24,1,34.49,34.49
2030,1373,4,2020-07-31,1,42.00,42.00
2031,2637,4,2024-06-14,1,43.42,43.42
2032,1436,11,2023-02-22,1,33.94,33.94
2033,2311,15,2024-03-19,1,49.14,49.14
2034,2423,4,2022-02-22,1,44.32,44.32
2035,1296,10,2023-07-04,1,5.80,5.80
2036,1202,12,2021-03-30,3,47.40,142.20
2037,603,10,2024-10-31,1,5.10,5.10
2038,1345,13,2023-07-08,1,21.88,21.88
2039,309,7,2023-09-08,1,60.89,60.89
2040,877,11,2022-10-11,1,29.62,29.62
2041,1298,9,2023-10-10,1,8.14,8.14
2042,2956,10,2021-01-20,1,5.61,5.61
2043,1086,12,2023-05-15,1,54.51,54.51
2044,234,13,2024-11-27,2,19.94,39.89
2045,1923,13,2020-03-05,7,21.67,151.67
2046,2163,1,2021-07-04,2,24.92,49.84
2047,311,4,2020-02-24,1,57.77,57.77
2048,51,11,2025-01-07,1,33.93,33.93
2049,2863,1,2025-12-13,3,23.21,69.62
2050,2109,2,2023-11-14,4,37.94,151.74
2051,1734,7,2022-11-30,1,69.38,69.38
2052,622,8,2020-10-03,3,12.67,38.01
2053,613,3,2021-05-13,1,54.99,54.99
2054,1421,1,2023-05-16,4,24.75,99.02
2055,738,12,2020-03-09,6,48.86,293.13
2056,2797,10,2021-02-01,1,5.56,5.56
2057,1265,1,2025-12-18,1,24.79,24.79
2058,633,5,2020-02-12,4,12.77,51.07
2059,28,1,2024-06-22,2,27.57,55.14
2060,1672,13,2021-07-09,3,18.37,55.10
2061,352,14,2020-02-19,1,15.32,15.32
2062,205,5,2022-05-20,1,9.58,9.58
2063,2595,10,2020-06-26,1,5.44,5.44
2064,1539,4,2021-08-27,1,47.01,47.01
2065,363,2,2020-04-03,3,38.11,114.34
2066,717,15,2024-03-06,1,41.63,41.63
2067,2184,8,2024-07-14,9,16.03,144.26
2068,2750,11,2024-06-07,1,33.29,33.29
2069,1497,1,2022-12-29,2,25.12,50.25
2070,1093,13,2021-01-26,1,18.25,18.25
2071,273,8,2020-02-27,3,16.06,48.19
2072,1205,9,2020-06-16,1,8.22,8.22
2073,1006,8,2024-08-23,3,15.32,45.97
2074,878,9,2023-08-23,1,9.92,9.92
2075,805,11,2024-12-06,1,33.97,33.97
2076,1494,5,2025-07-29,2,11.59,23.18
2077,1059,5,2023-09-10,1,11.51,11.51
2078,2164,7,2024-09-13,1,63.82,63.82
2079,2344,10,2022-02-16,1,5.33,5.33
2080,159,6,2021-09-26,1,84.73,84.73
2081,1829,8,2023-10-11,1,12.03,12.03
2082,725,15,2020-02-23,1,40.21,40.21
2083,2289,10,2021-01-02,1,5.63,5.63
2084,414,10,2020-06-18,1,5.42,5.42
2085,2472,8,2021-04-18,1,14.21,14.21
2086,2505,11,2021-10-16,1,31.73,31.73
2087,1005,6,2024-04-13,1,78.54,78.54
2088,2172,11,2021-08-21,1,29.25,29.25
2089,1237,5,2022-09-12,2,14.82,29.65
2090,2388,8,2025-06-12,1,12.95,12.95
2091,1266,14,2021-09-21,2,16.04,32.09
2092,2169,3,2021-07-18,4,51.84,207.36
2093,1599,1,2025-07-30,3,24.20,72.59
2094,1944,12,2025-04-22,2,49.73,99.46
2095,1179,15,2025-05-23,1,40.61,40.61
2096,2685,1,2025-06-12,1,26.58,26.58
2097,2516,3,2023-10-23,1,50.14,50.14
2098,137,3,2022-06-27,3,60.91,182.73
2099,443,1,2022-03-31,2,22.81,45.62
2100,948,6,2023-05-22,1,88.19,88.19
2101,324,11,2023-05-05,1,27.52,27.52
2102,894,9,2022-08-19,1,10.40,10.40
2103,569,7,2022-03-17,1,57.56,57.56
2104,2258,10,2022-12-29,1,5.49,5.49
2105,75,10,2021-04-27,1,5.36,5.36
2106,2192,15,2022-01-15,1,43.00,43.00
2107,2304,4,2020-12-30,1,57.57,57.57
2108,1654,2,2022-04-01,3,39.55,118.64
2109,2370,4,2021-10-23,1,59.20,59.20
2110,2090,8,2021-09-10,2,17.14,34.28
2111,2842,15,2023-10-23,1,42.32,42.32
2112,1467,14,2025-07-21,4,14.22,56.86
2113,544,14,2022-05-23,2,13.17,26.34
2114,2100,5,2024-01-13,1,9.14,9.14
2115,2897,2,2020-11-30,2,35.42,70.83
2116,1993,15,2023-06-17,1,47.91,47.91
2117,2213,2,2025-12-03,4,36.06,144.26
2118,1254,8,2023-07-23,3,17.73,53.20
2119,2929,15,2020-08-17,1,47.11,47.11
2120,2877,6,2021-03-05,1,84.02,84.02
2121,176,2,2020-05-26,1,39.49,39.49
2122,892,5,2023-12-07,4,10.04,40.18
2123,1540,6,2020-11-23,1,71.83,71.83
2124,925,2,2025-12-06,4,35.46,141.85
2125,435,1,2023-09-24,1,27.20,27.20
2126,2513,12,2021-03-20,3,54.78,164.33
2127,1358,10,2022-10-23,1,5.38,5.38
2128,1323,6,2020-04-26,1,76.09,76.09
2129,209,9,2022-05-01,1,11.89,11.89
2130,1517,3,2025-01-30,2,61.41,122.81
2131,1966,10,2025-07-23,1,4.54,4.54
2132,1125,10,2021-04-21,1,5.29,5.29
2133,195,10,2024-01-30,1,4.71,4.71
2134,855,3,2022-10-05,1,56.83,56.83
2135,907,8,2021-09-30,3,13.95,41.85
2136,159,9,2025-07-10,1,10.40,10.40
2137,1329,11,2025-01-23,1,34.98,34.98
2138,2001,2,2023-09-22,2,34.93,69.86
2139,1953,3,2021-04-12,1,53.76,53.76
2140,2945,1,2022-02-02,1,23.71,23.71
2141,952,13,2024-03-01,2,18.19,36.38
2142,726,13,2020-05-13,4,18.19,72.75
2143,1830,3,2025-07-13,4,57.45,229.80
2144,1346,8,2021-06-14,3,17.58,52.73
2145,1706,15,2025-12-25,1,49.90,49.90
2146,954,11,2021-01-17,1,29.81,29.81
2147,1003,11,2024-12-29,1,29.05,29.05
2148,2888,15,2020-03-03,1,41.41,41.41
2149,709,9,2020-02-16,1,11.92,11.92
2150,2809,12,2025-09-07,5,48.39,241.94
2151,1351,7,2024-02-25,1,61.75,61.75
2152,1751,9,2024-01-17,1,9.97,9.97
2153,2116,9,2024-07-19,1,8.57,8.57
2154,442,3,2024-01-01,3,56.55,169.65
2155,968,8,2020-01-19,3,12.16,36.49
2156,2372,11,2022-06-09,1,30.03,30.03
2157,1966,12,2020-03-30,3,50.51,151.53
2158,2359,9,2024-07-30,1,10.32,10.32
2159,2700,15,2025-03-25,1,43.62,43.62
2160,1156,12,2024-09-19,1,51.06,51.06
2161,500,8,2025-12-08,9,13.88,124.88
2162,749,1,2024-10-17,2,25.28,50.57
2163,865,12,2024-07-21,4,49.20,196.81
2164,2415,11,2021-08-21,1,28.83,28.83
2165,2004,7,2023-02-11,1,65.74,65.74
2166,165,12,2023-11-28,1,48.94,48.94
2167,994,12,2022-01-01,4,53.78,215.12
2168,2112,3,2025-02-20,3,50.95,152.84
2169,1381,13,2021-09-14,7,20.67,144.72
2170,512,3,2021-11-18,3,55.39,166.18
2171,456,12,2024-01-15,5,48.39,241.96
2172,1778,15,2024-12-25,1,47.03,47.03
2173,2201,9,2023-05-23,1,8.12,8.12
2174,1735,13,2022-05-28,1,20.61,20.61
2175,453,15,2024-09-03,1,43.99,43.99
2176,1505,4,2024-04-10,1,73.29,73.29
2177,528,10,2020-06-02,1,5.55,5.55
2178,2617,5,2020-10-14,3,12.28,36.85
2179,1987,5,2020-11-27,6,9.61,57.65
2180,2603,1,2021-07-02,3,27.58,82.73
2181,2728,7,2020-03-13,1,57.67,57.67
2182,815,1,2023-08-29,2,23.61,47.23
2183,2922,15,2022-12-29,1,49.61,49.61
2184,244,3,2022-07-10,1,55.54,55.54
2185,694,3,2023-05-30,3,53.32,159.97
2186,641,6,2020-07-27,1,84.84,84.84
2187,2390,14,2025-02-10,1,14.88,14.88
2188,2689,11,2025-04-01,1,25.69,25.69
2189,263,2,2021-06-20,2,31.06,62.12
2190,2320,15,2024-01-10,1,49.36,49.36
2191,1273,8,2023-05-17,10,12.09,120.87
2192,1746,5,2023-08-01,5,10.84,54.21
2193,1680,13,2020-11-04,1,19.66,19.66
2194,2054,1,2023-03-21,1,26.60,26.60
2195,645,15,2024-07-11,1,42.32,42.32
2196,538,7,2024-10-14,1,67.30,67.30
2197,439,10,2025-10-28,1,4.90,4.90
2198,1989,10,2021-08-07,1,4.72,4.72
2199,86,14,2024-12-20,2,13.00,26.00
2200,2963,15,2024-08-14,1,47.82,47.82
2201,1800,13,2022-07-19,1,21.22,21.22
2202,1141,6,2021-04-07,1,81.40,81.40
2203,1225,1,2023-01-12,4,27.44,109.76
2204,1805,10,2021-01-03,1,4.58,4.58
2205,2001,11,2021-08-15,1,34.16,34.16
2206,303,12,2025-02-27,6,54.90,329.38
2207,2767,15,2020-08-26,1,44.07,44.07
2208,286,2,2021-10-08,3,36.44,109.33
2209,1426,10,2024-05-02,1,5.21,5.21
2210,1887,2,2025-01-02,2,36.55,73.10
2211,2459,13,2024-01-15,7,20.96,146.69
2212,1104,8,2023-07-13,9,13.39,120.52
2213,2745,5,2021-09-30,3,8.69,26.06
2214,2342,15,2020-08-02,1,45.28,45.28
2215,1017,10,2023-01-26,1,5.20,5.20
2216,2789,13,2022-03-25,1,21.07,21.07
2217,764,4,2020-07-07,1,83.47,83.47
2218,97,5,2022-10-29,1,13.13,13.13
2219,1711,12,2024-08-26,4,46.31,185.24
2220,1463,3,2024-05-12,3,56.59,169.78
2221,149,8,2020-03-07,9,15.49,139.40
2222,578,4,2022-11-28,1,47.25,47.25
2223,1776,15,2023-07-19,1,47.03,47.03
2224,742,5,2023-07-25,6,9.43,56.57
2225,2305,13,2025-03-18,1,19.46,19.46
2226,195,10,2024-04-21,1,5.23,5.23
2227,2706,9,2024-04-12,1,8.74,8.74
2228,429,3,2022-07-09,3,55.89,167.66
2229,2780,4,2025-01-14,1,56.90,56.90
2230,2392,7,2020-12-10,1,62.30,62.30
2231,104,11,2023-04-05,1,27.01,27.01
2232,2202,1,2021-12-19,3,24.65,73.95
2233,1240,13,2020-04-14,1,21.79,21.79
2234,463,7,2023-08-06,1,59.11,59.11
2235,661,9,2021-02-22,1,8.36,8.36
2236,2729,10,2022-06-12,1,5.24,5.24
2237,2052,1,2023-06-04,1,25.86,25.86
2238,1614,10,2024-05-23,1,5.60,5.60
2239,2002,12,2021-12-22,6,52.47,314.81
2240,1616,15,2021-08-31,1,47.32,47.32
2241,313,15,2022-12-25,1,44.11,44.11
2242,1449,10,2025-07-15,1,5.87,5.87
2243,1630,9,2020-06-02,1,8.93,8.93
2244,194,15,2024-09-28,1,45.57,45.57
2245,392,8,2022-10-14,9,13.49,121.40
2246,88,9,2021-04-17,1,9.60,9.60
2247,517,12,2020-03-16,6,52.48,314.86
2248,2345,4,2025-10-07,1,49.38,49.38
