BillingItemID,BillingID,ItemType,ItemName,Quantity,UnitPrice,TotalPrice,ServiceDate
1599,386,F&B,Restaurant - Breakfast,1,32.28,32.28,8/1/2023
1600,386,Transportation,Airport Transfer,1,33.86,33.86,8/1/2023
1601,386,F&B,Restaurant - Lunch,2,41.4,82.8,8/2/2023
1602,386,Wellness,Massage Therapy,2,78.46,156.93,8/2/2023
1603,387,Room Charge,Suite,7,559.1,3913.73,10/31/2024
1604,387,Wellness,Spa Treatment,2,72.57,145.14,11/1/2024
1605,387,Wellness,Gym Access,2,8.82,17.65,11/2/2024
1606,387,Transportation,Airport Transfer,1,28.68,28.68,11/4/2024
1607,387,Wellness,Gym Access,1,10.38,10.38,11/5/2024
1608,387,Business,Business Center,1,15.5,15.5,11/6/2024
1609,387,F&B,Restaurant - Dinner,4,48.79,195.17,11/6/2024
1610,388,Room Charge,Deluxe Room,4,294.04,1176.17,12/30/2021
1611,388,Wellness,Massage Therapy,1,70.75,70.75,12/30/2021
1612,388,Transportation,Airport Transfer,1,31.17,31.17,1/1/2022
1613,389,Room Charge,Deluxe Room,2,227,454.01,4/5/2022
1614,389,F&B,Restaurant - Lunch,1,40.35,40.35,4/5/2022
1615,390,Room Charge,Deluxe Room,7,250.66,1754.61,10/11/2020
1616,391,Room Charge,Standard Room,3,263.17,789.51,9/18/2024
1617,391,F&B,Restaurant - Breakfast,2,28.93,57.87,9/20/2024
1618,391,Guest Service,Laundry Service,2,16.18,32.37,9/21/2024
1619,391,Wellness,Massage Therapy,1,86.52,86.52,9/21/2024
1620,392,Room Charge,Suite,6,460.77,2764.59,6/5/2022
1621,392,Transportation,Airport Transfer,1,33.07,33.07,6/5/2022
1622,392,Guest Service,Laundry Service,1,14.29,14.29,6/7/2022
1623,392,Wellness,Spa Treatment,2,113.52,227.04,6/8/2022
1624,392,Business,Business Center,1,11.16,11.16,6/8/2022
1625,393,Room Charge,Suite,6,520.46,3122.77,3/6/2023
1626,393,F&B,Restaurant - Lunch,2,46.18,92.36,3/8/2023
1627,393,Transportation,Airport Transfer,1,26.63,26.63,3/9/2023
1628,393,Transportation,Airport Transfer,1,25.12,25.12,3/10/2023
1629,393,Business,Business Center,1,13.15,13.15,3/10/2023
1630,394,Room Charge,Deluxe Room,1,169.28,169.28,1/2/2022
1631,394,F&B,Bar Service,3,18.41,55.22,1/3/2022
1632,394,Wellness,Gym Access,2,12.08,24.16,1/4/2022
1633,394,F&B,Restaurant - Breakfast,4,31.89,127.57,1/6/2022
1634,394,F&B,Restaurant - Breakfast,1,20.99,20.99,1/8/2022
1635,394,Business,Business Center,1,13.36,13.36,1/8/2022
1636,394,F&B,Restaurant - Breakfast,1,22.18,22.18,1/8/2022
1637,395,Room Charge,Deluxe Room,1,235.9,235.9,2/1/2020
1638,395,Wellness,Spa Treatment,2,82.85,165.71,2/1/2020
1639,396,Room Charge,Deluxe Room,4,239.55,958.2,2/6/2021
1640,396,Wellness,Spa Treatment,1,94.01,94.01,2/6/2021
1641,396,F&B,Restaurant - Lunch,3,42.71,128.14,2/7/2021
1642,397,Room Charge,Standard Room,5,207.73,1038.64,4/16/2021
1643,397,F&B,Restaurant - Breakfast,3,23.87,71.6,4/16/2021
1644,397,Wellness,Massage Therapy,2,76.04,152.07,4/18/2021
1645,397,F&B,Restaurant - Dinner,3,47.34,142.02,4/20/2021
1646,397,Wellness,Massage Therapy,2,95.08,190.17,4/21/2021
1647,397,F&B,Restaurant - Lunch,3,49.95,149.86,4/21/2021
1648,397,Guest Service,Laundry Service,1,13.5,13.5,4/23/2021
1649,398,Room Charge,Deluxe Room,2,296.64,593.28,10/21/2022
1650,398,Wellness,Gym Access,2,14.68,29.35,10/22/2022
1651,399,Room Charge,Deluxe Room,4,274.17,1096.69,7/27/2023
1652,400,Room Charge,Suite,6,312.05,1872.29,7/27/2020
1653,400,F&B,Room Service,4,38.86,155.45,7/28/2020
1654,401,Room Charge,Deluxe Room,7,248.05,1736.38,7/14/2022
1655,401,F&B,Restaurant - Dinner,4,79.88,319.5,7/16/2022
1656,401,F&B,Restaurant - Breakfast,2,32.13,64.27,7/17/2022
1657,401,Guest Service,Laundry Service,2,13.27,26.54,7/18/2022
1658,401,Wellness,Spa Treatment,1,100.27,100.27,7/19/2022
1659,401,F&B,Restaurant - Lunch,1,36.8,36.8,7/21/2022
1660,401,Wellness,Gym Access,1,10.25,10.25,7/21/2022
1661,402,Room Charge,Deluxe Room,6,236.13,1416.78,5/2/2023
1662,402,F&B,Restaurant - Lunch,2,42.26,84.53,5/2/2023
1663,402,Wellness,Massage Therapy,1,54.03,54.03,5/2/2023
1664,402,Guest Service,Laundry Service,2,22.02,44.05,5/2/2023
1665,402,Wellness,Massage Therapy,2,70,139.99,5/4/2023
1666,402,Guest Service,Laundry Service,1,13.43,13.43,5/5/2023
1667,403,Room Charge,Standard Room,3,192.35,577.05,11/29/2024
1668,403,Guest Service,Laundry Service,1,22.01,22.01,11/30/2024
1669,403,Wellness,Gym Access,2,10.39,20.78,12/2/2024
1670,404,Room Charge,Deluxe Room,6,219.55,1317.3,3/31/2020
1671,404,Transportation,Airport Transfer,1,30.73,30.73,4/1/2020
1672,404,F&B,Room Service,4,32.07,128.28,4/3/2020
1673,404,Wellness,Massage Therapy,2,58.19,116.38,4/5/2020
1674,405,Room Charge,Standard Room,5,293.94,1469.68,11/20/2024
1675,405,F&B,Restaurant - Lunch,2,49.36,98.72,11/21/2024
1676,405,Wellness,Massage Therapy,2,86.45,172.91,11/22/2024
1677,405,F&B,Restaurant - Dinner,1,66.84,66.84,11/23/2024
1678,405,Wellness,Gym Access,1,8.06,8.06,11/23/2024
1679,406,Room Charge,Standard Room,1,288.24,288.24,1/16/2022
1680,406,Wellness,Massage Therapy,2,73.76,147.52,1/18/2022
1681,406,Guest Service,Laundry Service,2,13.13,26.27,1/18/2022
1682,407,Room Charge,Deluxe Room,4,203.17,812.69,3/18/2022
1683,407,Wellness,Gym Access,1,10.66,10.66,3/20/2022
1684,408,Room Charge,Suite,3,594.12,1782.36,6/24/2020
1685,409,Room Charge,Deluxe Room,3,294.43,883.28,1/23/2021
1686,409,Technology,WiFi Access,1,3.6,3.6,1/24/2021
1687,410,Room Charge,Deluxe Room,4,282.22,1128.89,7/30/2024
1688,410,F&B,Restaurant - Dinner,3,71.45,214.35,7/31/2024
1689,410,Guest Service,Laundry Service,2,20.4,40.8,8/2/2024
1690,411,Room Charge,Standard Room,2,393.31,786.62,4/21/2024
1691,411,F&B,Room Service,1,26.71,26.71,4/22/2024
1692,412,Room Charge,Deluxe Room,2,235.94,471.89,8/12/2021
1693,412,Transportation,Airport Transfer,1,25.9,25.9,8/14/2021
1694,412,Business,Business Center,1,14.04,14.04,8/16/2021
1695,412,F&B,Room Service,3,44.13,132.4,8/17/2021
1696,413,Room Charge,Standard Room,7,392.82,2749.75,1/31/2024
1697,413,F&B,Bar Service,4,14.87,59.48,2/1/2024
1698,413,F&B,Restaurant - Breakfast,4,23.82,95.3,2/3/2024
1699,413,F&B,Restaurant - Breakfast,3,31.08,93.25,2/5/2024
1700,413,Transportation,Airport Transfer,1,26.35,26.35,2/7/2024
1701,414,Room Charge,Suite,3,561.23,1683.7,4/23/2023
1702,414,Guest Service,Laundry Service,1,15.06,15.06,4/24/2023
1703,414,Business,Business Center,1,14.72,14.72,4/25/2023
1704,414,Transportation,Airport Transfer,1,34.97,34.97,4/27/2023
1705,414,Wellness,Spa Treatment,2,78.01,156.03,4/28/2023
1706,414,F&B,Restaurant - Lunch,1,34.65,34.65,4/29/2023
1707,414,Wellness,Spa Treatment,2,68.65,137.3,5/1/2023
1708,414,Technology,WiFi Access,1,4.28,4.28,5/2/2023
1709,415,Room Charge,Suite,1,367.48,367.48,12/22/2025
1710,415,F&B,Restaurant - Lunch,4,48.41,193.64,12/22/2025
1711,415,Wellness,Massage Therapy,2,81.66,163.32,12/22/2025
1712,415,F&B,Room Service,3,27.53,82.59,12/24/2025
1713,415,Wellness,Gym Access,2,14.46,28.92,12/26/2025
1714,416,Room Charge,Deluxe Room,2,185.98,371.96,4/9/2020
1715,416,Technology,WiFi Access,1,6.32,6.32,4/10/2020
1716,417,Room Charge,Standard Room,6,333.14,1998.81,6/5/2020
1717,417,F&B,Restaurant - Dinner,3,47.21,141.64,6/6/2020
1718,417,Wellness,Spa Treatment,2,117.14,234.28,6/8/2020
1719,417,Wellness,Gym Access,1,10.4,10.4,6/9/2020
1720,418,Room Charge,Suite,7,336.36,2354.51,10/18/2021
1721,418,Wellness,Massage Therapy,2,72.52,145.03,10/18/2021
1722,418,F&B,Restaurant - Breakfast,4,33.97,135.88,10/18/2021
1723,418,Business,Business Center,1,10.68,10.68,10/19/2021
1724,418,Wellness,Spa Treatment,2,76.53,153.06,10/21/2021
1725,419,Room Charge,Deluxe Room,5,276.02,1380.08,1/20/2024
1726,419,Wellness,Gym Access,2,14.03,28.06,1/22/2024
1727,420,Room Charge,Deluxe Room,7,216.43,1515.03,9/8/2023
1728,420,Transportation,Airport Transfer,1,32.09,32.09,9/8/2023
1729,420,Wellness,Spa Treatment,1,83.25,83.25,9/8/2023
1730,421,Room Charge,Deluxe Room,2,168.87,337.75,12/25/2020
1731,421,Wellness,Massage Therapy,2,92.61,185.21,12/27/2020
1732,421,Technology,WiFi Access,1,5.67,5.67,12/28/2020
1733,422,Room Charge,Deluxe Room,4,219.64,878.55,7/12/2020
1734,422,Wellness,Gym Access,1,13.93,13.93,7/12/2020
1735,422,Guest Service,Laundry Service,2,16.73,33.47,7/12/2020
1736,422,F&B,Restaurant - Dinner,2,69.72,139.45,7/14/2020
1737,422,Wellness,Gym Access,1,8.02,8.02,7/15/2020
1738,422,F&B,Restaurant - Breakfast,2,22.85,45.7,7/16/2020
1739,423,Room Charge,Deluxe Room,1,256.54,256.54,5/11/2021
1740,423,Wellness,Massage Therapy,1,86.9,86.9,5/11/2021
1741,424,Room Charge,Suite,2,513.89,1027.78,5/4/2020
1742,424,F&B,Room Service,1,32,32,5/4/2020
1743,424,Wellness,Spa Treatment,2,78.67,157.34,5/6/2020
1744,424,F&B,Restaurant - Lunch,1,36.66,36.66,5/6/2020
1745,424,F&B,Restaurant - Breakfast,2,24.1,48.2,5/8/2020
1746,425,Room Charge,Standard Room,4,264.23,1056.93,12/26/2022
1747,425,Technology,WiFi Access,1,6.96,6.96,12/26/2022
1748,425,Business,Business Center,1,10.47,10.47,12/27/2022
1749,425,Wellness,Massage Therapy,2,69.66,139.32,12/27/2022
1750,425,Guest Service,Laundry Service,1,22.32,22.32,12/29/2022
1751,425,Wellness,Spa Treatment,2,96.02,192.04,12/29/2022
1752,425,Transportation,Airport Transfer,1,28.7,28.7,12/31/2022
1753,426,Room Charge,Deluxe Room,2,150.62,301.25,2/9/2025
1754,426,Transportation,Airport Transfer,1,27.1,27.1,2/9/2025
1755,426,Guest Service,Laundry Service,2,15.97,31.95,2/9/2025
1756,427,Room Charge,Deluxe Room,7,231.16,1618.14,8/3/2020
1757,427,Wellness,Gym Access,1,11.07,11.07,8/4/2020
1758,427,F&B,Bar Service,1,13.52,13.52,8/6/2020
1759,427,F&B,Restaurant - Lunch,4,41.18,164.73,8/7/2020
1760,427,Business,Business Center,1,19.5,19.5,8/8/2020
1761,428,Room Charge,Suite,3,541.4,1624.2,10/31/2020
1762,428,F&B,Restaurant - Lunch,2,48.73,97.46,11/1/2020
1763,429,Room Charge,Deluxe Room,5,217.76,1088.82,4/25/2025
1764,429,F&B,Restaurant - Dinner,2,71.52,143.04,4/27/2025
1765,429,F&B,Restaurant - Breakfast,1,21.25,21.25,4/27/2025
1766,429,Wellness,Gym Access,2,10.2,20.4,4/29/2025
1767,429,Wellness,Spa Treatment,1,114.54,114.54,5/1/2025
1768,430,Room Charge,Suite,6,552.04,3312.26,10/18/2025
1769,430,Wellness,Massage Therapy,2,99.02,198.04,10/19/2025
1770,431,Room Charge,Suite,3,488.6,1465.79,2/24/2023
1771,431,Transportation,Airport Transfer,1,26.98,26.98,2/25/2023
1772,431,Technology,WiFi Access,1,4.9,4.9,2/26/2023
1773,431,Wellness,Massage Therapy,2,53.87,107.74,2/28/2023
1774,431,Wellness,Massage Therapy,1,55.66,55.66,2/28/2023
1775,432,Room Charge,Suite,7,447.22,3130.53,8/8/2025
1776,432,Wellness,Spa Treatment,2,90.92,181.84,8/10/2025
1777,432,F&B,Bar Service,3,13.05,39.16,8/11/2025
1778,432,Technology,WiFi Access,1,5.85,5.85,8/13/2025
1779,432,Business,Business Center,1,10.39,10.39,8/13/2025
1780,432,F&B,Room Service,3,53.74,161.22,8/15/2025
1781,433,Room Charge,Suite,2,312.57,625.15,1/22/2021
1782,433,F&B,Restaurant - Dinner,2,66.24,132.49,1/22/2021
1783,433,F&B,Restaurant - Breakfast,2,33.66,67.32,1/22/2021
1784,433,F&B,Restaurant - Lunch,3,45.59,136.78,1/22/2021
1785,433,Business,Business Center,1,17.37,17.37,1/24/2021
1786,434,Room Charge,Standard Room,7,189.9,1329.32,11/11/2025
1787,434,Guest Service,Laundry Service,1,23.95,23.95,11/13/2025
1788,435,Room Charge,Deluxe Room,7,163.33,1143.29,1/16/2021
1789,435,Wellness,Spa Treatment,2,75.33,150.65,1/16/2021
1790,435,Transportation,Airport Transfer,1,29.09,29.09,1/18/2021
1791,436,Room Charge,Standard Room,4,332.82,1331.29,5/19/2023
1792,436,F&B,Bar Service,1,18.43,18.43,5/20/2023
1793,436,Guest Service,Laundry Service,1,17.46,17.46,5/21/2023
1794,436,Guest Service,Laundry Service,2,14.55,29.11,5/21/2023
1795,437,Room Charge,Standard Room,1,399.55,399.55,4/6/2022
1796,438,Room Charge,Deluxe Room,5,298.69,1493.46,9/25/2020
1797,438,F&B,Restaurant - Lunch,1,44.73,44.73,9/27/2020
1798,438,Transportation,Airport Transfer,1,30.05,30.05,9/29/2020
1799,438,Business,Business Center,1,11.24,11.24,9/30/2020
1800,438,Wellness,Spa Treatment,2,63.33,126.66,10/2/2020
1801,439,Room Charge,Standard Room,1,395.03,395.03,9/1/2020
1802,439,Technology,WiFi Access,1,4.15,4.15,9/1/2020
1803,439,Wellness,Spa Treatment,1,86.32,86.32,9/2/2020
1804,440,Room Charge,Suite,2,497.71,995.42,7/11/2021
1805,440,F&B,Bar Service,4,21.11,84.44,7/11/2021
1806,440,F&B,Bar Service,4,22.9,91.61,7/11/2021
1807,441,Room Charge,Suite,3,510.74,1532.21,1/2/2023
1808,441,Wellness,Gym Access,1,11.79,11.79,1/2/2023
1809,441,F&B,Restaurant - Lunch,4,31.06,124.23,1/3/2023
1810,441,Transportation,Airport Transfer,1,26.01,26.01,1/3/2023
1811,441,F&B,Room Service,1,30.57,30.57,1/4/2023
1812,441,Transportation,Airport Transfer,1,27.89,27.89,1/6/2023
1813,441,Business,Business Center,1,16.92,16.92,1/7/2023
1814,441,Transportation,Airport Transfer,1,33.96,33.96,1/8/2023
1815,442,Room Charge,Deluxe Room,6,249.62,1497.74,10/1/2022
1816,442,Wellness,Spa Treatment,1,109.31,109.31,10/3/2022
1817,442,Wellness,Massage Therapy,1,67.23,67.23,10/4/2022
1818,442,F&B,Room Service,2,32.88,65.76,10/4/2022
1819,442,Wellness,Massage Therapy,2,66.85,133.7,10/6/2022
1820,443,Room Charge,Suite,7,435.24,3046.65,5/28/2023
1821,443,Wellness,Massage Therapy,1,73.85,73.85,5/29/2023
1822,443,F&B,Restaurant - Lunch,1,46.89,46.89,5/29/2023
1823,444,Room Charge,Suite,7,384.51,2691.55,8/14/2025
1824,444,Wellness,Massage Therapy,1,93.34,93.34,8/15/2025
1825,444,F&B,Restaurant - Breakfast,3,27.8,83.41,8/15/2025
1826,444,Wellness,Gym Access,1,10.44,10.44,8/16/2025
1827,445,Room Charge,Deluxe Room,3,275.46,826.37,11/25/2021
1828,445,Wellness,Massage Therapy,1,69.7,69.7,11/25/2021
1829,445,F&B,Restaurant - Dinner,3,60.75,182.24,11/25/2021
1830,446,Room Charge,Standard Room,7,154.59,1082.16,6/14/2023
1831,446,Wellness,Massage Therapy,2,77.84,155.68,6/16/2023
1832,446,Business,Business Center,1,10.34,10.34,6/16/2023
1833,446,F&B,Restaurant - Lunch,1,39.06,39.06,6/18/2023
1834,446,F&B,Restaurant - Breakfast,1,23.81,23.81,6/20/2023
1835,446,Transportation,Airport Transfer,1,30.04,30.04,6/22/2023
1836,447,Room Charge,Standard Room,2,270.09,540.17,11/26/2023
1837,447,F&B,Restaurant - Dinner,4,51.94,207.74,11/26/2023
1838,447,F&B,Restaurant - Lunch,4,34.66,138.63,11/27/2023
1839,447,Wellness,Gym Access,2,12.57,25.14,11/29/2023
1840,447,F&B,Restaurant - Lunch,4,48.73,194.92,11/30/2023
1841,448,Room Charge,Standard Room,2,274.27,548.53,1/27/2024
1842,448,F&B,Restaurant - Lunch,2,33.33,66.67,1/29/2024
1843,448,Guest Service,Laundry Service,2,21.73,43.46,1/31/2024
1844,449,Room Charge,Suite,4,432.19,1728.74,5/1/2021
1845,449,F&B,Restaurant - Lunch,1,40.54,40.54,5/2/2021
1846,449,F&B,Room Service,1,27.02,27.02,5/2/2021
1847,449,Guest Service,Laundry Service,1,24.61,24.61,5/4/2021
1848,449,Wellness,Spa Treatment,2,61.38,122.75,5/6/2021
1849,449,F&B,Restaurant - Dinner,2,61.31,122.62,5/8/2021
1850,450,Room Charge,Standard Room,3,143.93,431.79,3/5/2021
1851,450,F&B,Restaurant - Breakfast,1,27.96,27.96,3/7/2021
1852,450,Guest Service,Laundry Service,1,18.06,18.06,3/8/2021
1853,450,Technology,WiFi Access,1,3.65,3.65,3/10/2021
1854,451,Room Charge,Deluxe Room,5,230.59,1152.96,10/20/2020
1855,451,F&B,Restaurant - Breakfast,4,24.22,96.87,10/21/2020
1856,451,Wellness,Massage Therapy,1,78.87,78.87,10/21/2020
1857,451,Wellness,Gym Access,1,12.29,12.29,10/21/2020
1858,452,Room Charge,Deluxe Room,6,296.79,1780.76,1/5/2025
1859,452,F&B,Bar Service,3,19.99,59.98,1/5/2025
1860,453,Room Charge,Standard Room,6,213.93,1283.61,10/9/2021
1861,453,F&B,Restaurant - Lunch,3,43.34,130.01,10/11/2021
1862,453,Transportation,Airport Transfer,1,28.33,28.33,10/12/2021
1863,453,F&B,Room Service,2,27.7,55.39,10/13/2021
1864,454,Room Charge,Suite,1,499.91,499.91,6/4/2021
1865,454,Wellness,Spa Treatment,2,119.07,238.14,6/6/2021
1866,454,Wellness,Massage Therapy,1,80.6,80.6,6/6/2021
1867,454,Wellness,Spa Treatment,2,72.74,145.49,6/6/2021
1868,455,Room Charge,Standard Room,1,272.05,272.05,8/22/2022
1869,455,F&B,Room Service,1,42.29,42.29,8/22/2022
1870,455,F&B,Restaurant - Breakfast,2,22.94,45.87,8/22/2022
1871,455,F&B,Restaurant - Dinner,4,48.06,192.25,8/24/2022
1872,455,Guest Service,Laundry Service,1,18.99,18.99,8/26/2022
1873,456,Room Charge,Standard Room,7,171.78,1202.43,5/18/2024
1874,456,Wellness,Spa Treatment,2,111.77,223.55,5/20/2024
1875,456,F&B,Room Service,3,50.51,151.53,5/21/2024
1876,456,Transportation,Airport Transfer,1,33.6,33.6,5/21/2024
1877,456,Wellness,Massage Therapy,1,59.15,59.15,5/21/2024
1878,456,Technology,WiFi Access,1,5.09,5.09,5/23/2024
1879,456,Business,Business Center,1,15.51,15.51,5/25/2024
1880,456,Wellness,Massage Therapy,1,99.78,99.78,5/27/2024
1881,457,Room Charge,Suite,3,502.68,1508.03,2/3/2022
1882,457,Wellness,Spa Treatment,1,98.66,98.66,2/5/2022
1883,458,Room Charge,Standard Room,4,309.25,1237.01,11/21/2021
1884,458,F&B,Restaurant - Lunch,4,46.73,186.92,11/22/2021
1885,458,Business,Business Center,1,14.33,14.33,11/24/2021
1886,458,Business,Business Center,1,18.98,18.98,11/24/2021
1887,458,Guest Service,Laundry Service,1,23.09,23.09,11/26/2021
1888,459,Room Charge,Standard Room,6,332.94,1997.63,2/26/2023
1889,459,Transportation,Airport Transfer,1,27.59,27.59,2/26/2023
1890,459,Wellness,Spa Treatment,1,81.93,81.93,2/28/2023
1891,459,F&B,Restaurant - Breakfast,2,27.74,55.48,3/1/2023
1892,460,Room Charge,Suite,3,335.76,1007.27,12/7/2023
1893,460,F&B,Room Service,1,51.43,51.43,12/7/2023
1894,460,F&B,Bar Service,4,10.22,40.88,12/9/2023
1895,460,F&B,Restaurant - Lunch,4,31.52,126.09,12/11/2023
1896,461,Room Charge,Standard Room,5,209.55,1047.75,10/1/2023
1897,461,F&B,Restaurant - Breakfast,4,34.61,138.44,10/1/2023
1898,461,Wellness,Spa Treatment,2,92.83,185.66,10/2/2023
1899,461,Guest Service,Laundry Service,2,14.3,28.61,10/2/2023
1900,462,Room Charge,Suite,4,341.67,1366.68,2/5/2023
1901,462,F&B,Restaurant - Lunch,2,31.44,62.87,2/6/2023
1902,463,Room Charge,Deluxe Room,7,151.35,1059.48,5/27/2020
1903,463,F&B,Room Service,3,46.84,140.51,5/28/2020
1904,463,F&B,Restaurant - Dinner,3,52.29,156.88,5/29/2020
1905,463,F&B,Room Service,3,45.63,136.9,5/30/2020
1906,464,Room Charge,Deluxe Room,5,232.55,1162.76,10/14/2023
1907,464,F&B,Restaurant - Breakfast,3,27.28,81.83,10/15/2023
1908,464,Business,Business Center,1,11.57,11.57,10/16/2023
1909,464,Business,Business Center,1,19.8,19.8,10/17/2023
1910,465,Room Charge,Deluxe Room,7,238.46,1669.21,3/29/2021
1911,465,F&B,Bar Service,2,10.72,21.43,3/29/2021
1912,465,Wellness,Massage Therapy,1,80.92,80.92,3/30/2021
1913,465,Guest Service,Laundry Service,2,22.68,45.35,4/1/2021
1914,465,Business,Business Center,1,12.37,12.37,4/2/2021
1915,465,Business,Business Center,1,16.85,16.85,4/3/2021
1916,465,Wellness,Massage Therapy,1,91.25,91.25,4/3/2021
1917,465,Wellness,Gym Access,1,10.75,10.75,4/5/2021
1918,466,Room Charge,Standard Room,5,137.6,688,7/19/2023
1919,466,Business,Business Center,1,13.24,13.24,7/19/2023
1920,466,Guest Service,Laundry Service,2,18,35.99,7/19/2023
1921,466,F&B,Restaurant - Dinner,1,78.5,78.5,7/21/2023
1922,467,Room Charge,Standard Room,4,116.71,466.83,9/9/2020
1923,467,Wellness,Gym Access,2,11.63,23.26,9/11/2020
1924,467,F&B,Room Service,1,44.75,44.75,9/11/2020
1925,468,Room Charge,Deluxe Room,4,267.44,1069.75,10/24/2024
1926,468,F&B,Bar Service,4,18,72.01,10/26/2024
1927,469,Room Charge,Suite,1,467.35,467.35,3/9/2023
1928,469,Wellness,Gym Access,1,9.34,9.34,3/10/2023
1929,470,Room Charge,Standard Room,4,185.59,742.38,4/29/2022
1930,470,F&B,Bar Service,3,12.61,37.82,4/29/2022
1931,470,Guest Service,Laundry Service,1,14.2,14.2,5/1/2022
1932,470,Wellness,Gym Access,1,14.07,14.07,5/2/2022
1933,470,Guest Service,Laundry Service,2,21.05,42.09,5/3/2022
1934,470,Wellness,Spa Treatment,1,119.12,119.12,5/4/2022
1935,470,Wellness,Gym Access,1,12.81,12.81,5/6/2022
1936,471,Room Charge,Deluxe Room,1,240.94,240.94,7/19/2023
1937,471,Wellness,Spa Treatment,2,102.72,205.44,7/21/2023
1938,471,F&B,Room Service,4,42.08,168.3,7/22/2023
1939,471,Wellness,Gym Access,1,13.18,13.18,7/24/2023
1940,471,Guest Service,Laundry Service,2,13.88,27.77,7/26/2023
1941,472,Room Charge,Standard Room,7,311.36,2179.5,6/25/2021
1942,472,Wellness,Spa Treatment,1,87.87,87.87,6/26/2021
1943,472,F&B,Restaurant - Lunch,2,41.48,82.96,6/26/2021
1944,472,Technology,WiFi Access,1,7.73,7.73,6/28/2021
1945,472,Technology,WiFi Access,1,6.08,6.08,6/29/2021
1946,472,Wellness,Gym Access,2,8.46,16.93,6/30/2021
1947,473,Room Charge,Suite,3,575.97,1727.92,11/30/2020
1948,473,Wellness,Spa Treatment,1,89.97,89.97,12/2/2020
1949,473,Wellness,Massage Therapy,2,92.85,185.71,12/2/2020
1950,473,Business,Business Center,1,19.85,19.85,12/3/2020
1951,473,Business,Business Center,1,11.39,11.39,12/3/2020
1952,474,Room Charge,Standard Room,1,295.03,295.03,12/25/2021
1953,474,Wellness,Massage Therapy,1,72.29,72.29,12/26/2021
1954,474,F&B,Bar Service,1,24.72,24.72,12/28/2021
1955,474,Business,Business Center,1,19.19,19.19,12/29/2021
1956,474,F&B,Room Service,2,34.89,69.78,12/29/2021
1957,474,Business,Business Center,1,16.9,16.9,12/29/2021
1958,474,Business,Business Center,1,12.11,12.11,12/29/2021
1959,475,Room Charge,Suite,3,517.99,1553.97,5/23/2022
1960,475,Transportation,Airport Transfer,1,25.54,25.54,5/23/2022
1961,475,F&B,Restaurant - Dinner,4,64.35,257.41,5/23/2022
1962,475,F&B,Restaurant - Breakfast,3,24.58,73.74,5/23/2022
1963,475,F&B,Bar Service,1,23.29,23.29,5/23/2022
1964,475,F&B,Room Service,2,57.87,115.74,5/23/2022
1965,476,Room Charge,Deluxe Room,2,199.24,398.47,1/29/2024
1966,476,Transportation,Airport Transfer,1,30.1,30.1,1/30/2024
1967,476,F&B,Restaurant - Lunch,4,45.25,181.01,1/31/2024
1968,476,Guest Service,Laundry Service,2,19.11,38.21,2/2/2024
1969,476,F&B,Room Service,2,56.78,113.55,2/3/2024
1970,476,Transportation,Airport Transfer,1,30.91,30.91,2/5/2024
1971,476,F&B,Room Service,1,58.67,58.67,2/7/2024
1972,477,Room Charge,Suite,1,418.28,418.28,4/29/2024
1973,477,F&B,Restaurant - Lunch,4,31.46,125.86,5/1/2024
1974,477,F&B,Restaurant - Lunch,3,42.96,128.88,5/3/2024
1975,477,Business,Business Center,1,12.27,12.27,5/4/2024
1976,477,Guest Service,Laundry Service,2,21.78,43.56,5/6/2024
1977,477,Technology,WiFi Access,1,4.64,4.64,5/8/2024
1978,477,F&B,Bar Service,4,19.59,78.35,5/10/2024
1979,478,Room Charge,Deluxe Room,6,271.87,1631.24,6/24/2020
1980,478,Business,Business Center,1,17.43,17.43,6/25/2020
1981,478,F&B,Restaurant - Breakfast,3,26.84,80.51,6/26/2020
1982,478,F&B,Restaurant - Breakfast,4,34.74,138.96,6/27/2020
1983,479,Room Charge,Standard Room,2,172.15,344.29,6/9/2022
1984,479,F&B,Restaurant - Lunch,4,37.29,149.17,6/9/2022
1985,479,F&B,Room Service,3,57.09,171.27,6/11/2022
1986,480,Room Charge,Suite,3,402.44,1207.31,11/30/2024
1987,480,F&B,Restaurant - Dinner,4,74.83,299.34,12/2/2024
1988,480,F&B,Restaurant - Dinner,1,72.71,72.71,12/4/2024
1989,480,F&B,Bar Service,3,21.53,64.58,12/4/2024
1990,480,Business,Business Center,1,19.59,19.59,12/6/2024
1991,481,Room Charge,Standard Room,2,320.15,640.3,2/24/2025
1992,481,F&B,Room Service,3,59.82,179.46,2/24/2025
1993,481,Wellness,Gym Access,1,13.72,13.72,2/24/2025
1994,481,F&B,Restaurant - Dinner,1,57.62,57.62,2/25/2025
1995,482,Room Charge,Standard Room,6,283.34,1700.05,4/19/2024
1996,482,Wellness,Massage Therapy,1,62.27,62.27,4/19/2024
1997,482,Business,Business Center,1,15.94,15.94,4/19/2024
1998,482,F&B,Bar Service,2,19.27,38.53,4/19/2024
1999,482,Technology,WiFi Access,1,3.48,3.48,4/19/2024
2000,482,Wellness,Spa Treatment,1,117.14,117.14,4/21/2024
2001,482,F&B,Restaurant - Lunch,3,31.29,93.86,4/22/2024
2002,483,Room Charge,Standard Room,2,354.16,708.32,5/5/2023
2003,483,F&B,Restaurant - Lunch,2,47.4,94.79,5/7/2023
