GuestID,ServiceID,Rating,Comments,FeedbackDate
1877,4,4,Nice experience,2021-06-12
2828,14,5,Excellent service!,2022-09-24
10,11,5,Outstanding experience!,2021-03-29
304,13,4,Friendly staff,2022-09-08
786,15,3,Average stay,2021-03-15
2041,5,2,Not satisfied,2025-07-02
512,4,1,Terrible experience,2022-09-11
1130,9,4,Good value,2020-05-22
533,4,4,Good value,2021-06-04
1246,15,3,Average stay,2025-03-12
458,6,5,Excellent service!,2024-06-28
1953,14,5,Excellent service!,2025-06-26
360,15,3,Fair experience,2024-06-03
1721,8,2,Below expectations,2021-06-26
884,9,1,Very poor,2020-12-06
1882,2,4,Great hotel!,2024-12-29
1118,8,4,Good value,2021-09-12
1151,4,4,Nice experience,2023-09-30
2457,8,4,Great hotel!,2024-05-04
1607,8,5,Perfect stay!,2024-08-14
690,9,4,Very good service,2023-11-17
1608,13,5,Perfect stay!,2025-03-05
2946,1,4,Great hotel!,2021-08-26
1342,14,4,Great hotel!,2022-11-18
2731,15,4,Great hotel!,2020-02-20
650,1,3,Could be better,2025-08-18
1961,4,5,Excellent service!,2021-01-01
574,10,5,Excellent service!,2025-12-03
1425,1,3,Fair experience,2024-02-11
1903,14,3,Could be better,2025-11-13
1319,9,4,Good value,2023-10-13
2515,14,1,Would not recommend,2023-05-22
320,8,4,Nice experience,2020-04-22
1823,12,4,Friendly staff,2022-01-11
291,7,5,Outstanding experience!,2025-08-31
2124,12,5,Highly recommend!,2024-01-15
2655,3,2,Poor service,2021-09-03
777,8,4,Good value,2023-06-11
231,10,2,Disappointing,2020-08-02
668,6,5,Outstanding experience!,2025-05-31
1242,7,5,Amazing staff!,2021-09-12
912,9,3,Decent hotel,2024-09-14
2840,13,4,Nice experience,2024-03-15
2671,9,4,Nice experience,2023-05-10
647,10,4,Very good service,2021-12-05
157,11,3,Could be better,2024-01-23
1754,6,4,Great hotel!,2024-01-11
2618,12,3,Fair experience,2022-12-23
2071,4,4,Nice experience,2021-08-20
1066,7,4,Very good service,2020-04-28
2916,1,5,Outstanding experience!,2022-12-15
180,15,4,Nice experience,2023-02-14
1605,10,3,Decent hotel,2023-08-08
787,5,5,Excellent service!,2022-12-07
1223,1,4,Great hotel!,2023-03-17
1534,8,5,Perfect stay!,2024-02-08
592,10,4,Great hotel!,2023-01-15
2284,10,2,Below expectations,2021-08-05
1696,10,5,Outstanding experience!,2022-04-12
115,3,4,Great hotel!,2025-02-11
2655,11,3,Average stay,2024-03-07
2143,14,3,Okay service,2021-06-17
521,9,5,Amazing staff!,2023-02-04
1515,5,5,Outstanding experience!,2024-02-23
359,13,4,Friendly staff,2020-03-22
1804,4,5,Highly recommend!,2024-11-28
1611,15,5,Outstanding experience!,2020-03-05
990,8,3,Decent hotel,2020-05-24
1382,13,4,Very good service,2024-10-06
2942,2,2,Poor service,2020-04-09
1277,5,4,Nice experience,2021-05-07
2758,3,3,Okay service,2021-02-18
2610,3,4,Good value,2023-04-16
1543,7,4,Friendly staff,2022-02-01
2409,7,3,Okay service,2023-03-10
2821,2,3,Could be better,2020-07-23
2468,10,2,Not satisfied,2025-03-14
1989,5,4,Great hotel!,2023-07-24
1973,12,4,Good value,2020-08-24
946,2,4,Friendly staff,2023-10-21
2497,10,5,Perfect stay!,2020-06-14
2724,7,4,Great hotel!,2021-03-22
1036,14,2,Not satisfied,2023-10-31
2186,5,3,Decent hotel,2020-07-14
1870,1,2,Disappointing,2024-03-04
2015,13,3,Decent hotel,2022-04-23
1977,13,3,Decent hotel,2020-10-07
2680,4,4,Very good service,2021-09-26
1866,14,4,Great hotel!,2024-08-22
710,13,3,Okay service,2022-03-10
1315,1,5,Perfect stay!,2022-03-16
1050,15,5,Highly recommend!,2021-02-05
2290,4,3,Fair experience,2020-04-01
2027,12,5,Outstanding experience!,2022-03-16
1449,3,4,Very good service,2020-04-27
1750,6,2,Needs improvement,2023-06-15
696,13,3,Could be better,2022-02-24
396,9,3,Decent hotel,2022-07-30
1168,7,1,Awful service,2024-09-15
1674,8,5,Outstanding experience!,2020-10-28
1406,13,5,Perfect stay!,2025-12-26
68,3,5,Amazing staff!,2022-02-26
2527,10,4,Good value,2022-04-06
1714,14,3,Decent hotel,2021-05-20
2316,6,3,Decent hotel,2025-12-04
2234,4,5,Amazing staff!,2022-01-28
2313,4,4,Nice experience,2023-03-18
731,5,4,Nice experience,2021-01-09
2594,8,2,Not satisfied,2022-12-12
1024,12,5,Perfect stay!,2024-07-19
1019,6,2,Poor service,2025-01-03
2423,3,5,Excellent service!,2022-12-10
82,15,5,Excellent service!,2022-01-18
364,10,4,Great hotel!,2024-07-29
1052,14,5,Highly recommend!,2023-07-15
2217,12,3,Fair experience,2024-02-08
2792,14,2,Poor service,2020-02-25
2095,3,5,Highly recommend!,2021-01-05
1481,12,1,Would not recommend,2023-10-26
108,3,2,Poor service,2025-10-16
991,5,1,Would not recommend,2024-05-24
2337,13,4,Friendly staff,2023-11-19
1211,10,4,Very good service,2022-07-23
1645,3,3,Average stay,2022-09-26
1932,9,4,Nice experience,2023-01-29
516,14,4,Nice experience,2025-11-10
172,12,3,Okay service,2025-09-08
979,9,5,Perfect stay!,2023-03-29
1910,8,4,Friendly staff,2025-02-19
4,4,1,Awful service,2025-05-22
1667,14,2,Below expectations,2020-08-18
1310,15,5,Outstanding experience!,2022-01-15
2125,10,4,Very good service,2020-03-15
1215,8,4,Very good service,2025-11-20
1226,2,4,Nice experience,2020-06-24
2239,9,3,Decent hotel,2023-10-04
2152,7,3,Average stay,2022-01-24
1917,13,4,Great hotel!,2022-02-02
1425,4,3,Decent hotel,2020-01-30
2263,3,5,Amazing staff!,2021-12-07
825,9,4,Great hotel!,2022-04-10
1248,9,3,Average stay,2022-10-31
1359,6,2,Needs improvement,2024-08-15
781,11,4,Great hotel!,2023-04-14
1217,10,4,Very good service,2020-01-25
1889,3,3,Decent hotel,2021-03-16
916,1,4,Good value,2022-09-24
397,15,4,Good value,2024-08-08
620,15,4,Friendly staff,2022-03-28
1397,10,3,Could be better,2021-04-17
822,8,2,Disappointing,2021-11-06
259,15,1,Awful service,2020-08-27
1924,5,4,Nice experience,2024-07-07
1025,4,5,Amazing staff!,2025-05-28
2743,11,5,Highly recommend!,2022-11-06
910,1,3,Could be better,2021-07-28
1385,7,3,Could be better,2024-07-31
1854,3,4,Very good service,2020-04-24
2828,15,5,Excellent service!,2021-03-01
2691,4,4,Nice experience,2021-02-16
2039,3,5,Highly recommend!,2020-02-10
2207,13,5,Amazing staff!,2023-01-30
2952,11,3,Average stay,2022-10-25
1617,11,5,Perfect stay!,2024-02-18
2766,9,3,Fair experience,2024-01-30
1872,15,2,Below expectations,2025-03-10
1809,5,5,Excellent service!,2022-05-05
296,4,3,Average stay,2020-07-20
2920,15,4,Nice experience,2021-07-07
2774,4,5,Outstanding experience!,2024-07-01
606,4,4,Nice experience,2022-04-11
1968,5,5,Highly recommend!,2023-09-15
921,3,1,Very poor,2025-12-01
1803,9,5,Outstanding experience!,2024-01-20
1869,9,1,Extremely disappointed,2024-11-15
580,11,5,Perfect stay!,2022-11-05
2864,1,5,Highly recommend!,2021-05-21
2266,12,5,Highly recommend!,2021-12-13
706,13,5,Excellent service!,2021-04-10
1365,14,4,Nice experience,2021-01-02
2164,13,2,Not satisfied,2025-02-14
1512,13,5,Perfect stay!,2023-02-25
2333,14,4,Good value,2023-03-06
2419,7,3,Could be better,2025-07-08
2688,10,4,Good value,2022-08-07
1358,1,4,Very good service,2022-11-18
420,14,5,Amazing staff!,2022-09-11
1321,14,5,Perfect stay!,2022-06-26
1880,15,5,Excellent service!,2022-07-07
561,13,4,Friendly staff,2021-06-26
1615,4,4,Friendly staff,2023-09-25
1296,3,4,Great hotel!,2020-07-30
1275,1,2,Needs improvement,2020-01-08
1589,8,5,Highly recommend!,2020-01-06
2866,13,4,Friendly staff,2025-11-21
324,6,5,Perfect stay!,2020-01-16
2224,7,5,Highly recommend!,2025-08-04
487,12,4,Very good service,2023-11-20
2957,4,5,Outstanding experience!,2021-10-12
1712,3,3,Okay service,2022-11-15
694,6,5,Perfect stay!,2020-07-03
1933,5,3,Okay service,2020-11-05
1761,13,4,Good value,2025-10-31
2886,7,4,Great hotel!,2025-05-26
1395,4,4,Nice experience,2021-11-22
1225,8,5,Highly recommend!,2025-10-16
2736,2,5,Highly recommend!,2023-07-04
1494,10,3,Decent hotel,2024-10-10
839,1,5,Outstanding experience!,2020-03-10
1707,2,4,Good value,2023-09-17
1323,10,3,Could be better,2024-12-01
1363,5,5,Excellent service!,2024-06-09
2041,8,3,Okay service,2024-01-04
2808,4,3,Average stay,2025-03-17
2185,1,5,Excellent service!,2024-10-26
1978,13,4,Very good service,2020-05-07
2294,2,4,Great hotel!,2020-09-10
974,5,3,Fair experience,2024-11-04
221,1,4,Nice experience,2021-04-03
1250,8,5,Outstanding experience!,2023-03-02
1949,9,5,Highly recommend!,2021-12-14
706,3,4,Great hotel!,2025-10-28
803,7,4,Friendly staff,2025-05-17
2268,4,3,Decent hotel,2022-06-26
2760,4,3,Okay service,2025-12-21
2827,1,4,Very good service,2023-10-13
2771,5,3,Fair experience,2024-08-29
526,6,4,Great hotel!,2023-06-22
2592,15,3,Decent hotel,2024-07-31
2121,15,5,Amazing staff!,2024-07-10
1993,11,3,Decent hotel,2020-12-21
1573,13,5,Amazing staff!,2024-11-22
2299,2,4,Great hotel!,2023-04-17
1202,15,1,Would not recommend,2023-08-05
1335,11,4,Great hotel!,2025-09-10
2021,2,5,Outstanding experience!,2024-08-20
450,12,3,Okay service,2023-03-31
954,4,3,Could be better,2020-07-20
1516,11,3,Could be better,2020-10-06
1697,13,5,Perfect stay!,2021-04-13
1964,1,1,Would not recommend,2021-11-29
1328,12,5,Highly recommend!,2021-12-03
2074,11,5,Amazing staff!,2023-05-29
2607,3,4,Very good service,2020-02-24
2528,5,5,Excellent service!,2020-05-08
316,14,3,Decent hotel,2020-03-21
170,5,4,Nice experience,2020-06-06
248,4,2,Below expectations,2025-04-18
1224,4,1,Terrible experience,2024-03-11
1015,10,5,Outstanding experience!,2025-08-02
2106,12,4,Great hotel!,2022-08-29
2648,6,2,Needs improvement,2025-02-10
383,2,4,Friendly staff,2021-04-20
2039,1,2,Disappointing,2024-09-21
1298,5,5,Outstanding experience!,2020-07-14
2268,4,2,Below expectations,2024-11-03
697,4,4,Friendly staff,2020-12-01
438,7,3,Could be better,2022-12-01
336,8,5,Highly recommend!,2024-04-06
2937,12,3,Average stay,2024-08-14
836,15,5,Highly recommend!,2020-05-06
654,10,4,Friendly staff,2023-01-05
753,5,4,Very good service,2025-02-21
1242,11,4,Great hotel!,2022-01-26
2225,11,4,Good value,2023-05-08
2910,13,5,Highly recommend!,2020-07-09
1632,14,4,Nice experience,2022-09-23
2671,7,4,Friendly staff,2024-11-18
2479,4,1,Extremely disappointed,2024-08-22
2406,14,1,Terrible experience,2024-01-03
819,2,4,Good value,2025-07-16
2221,1,4,Great hotel!,2022-09-30
1454,4,5,Excellent service!,2023-03-31
1064,9,4,Very good service,2022-08-18
691,8,3,Okay service,2024-08-09
1017,13,3,Could be better,2022-10-23
1864,13,4,Great hotel!,2020-07-14
2585,2,1,Extremely disappointed,2023-05-20
2243,3,4,Good value,2021-03-30
2642,10,4,Very good service,2020-11-30
2209,3,3,Fair experience,2022-08-18
1938,5,3,Okay service,2025-09-03
179,9,5,Highly recommend!,2025-09-19
2525,8,5,Outstanding experience!,2023-11-12
1553,4,2,Disappointing,2022-08-08
2919,4,4,Very good service,2024-02-15
743,3,4,Nice experience,2023-02-15
2569,8,2,Needs improvement,2024-06-13
181,4,3,Average stay,2025-01-21
2080,6,5,Perfect stay!,2021-05-11
1355,8,3,Okay service,2022-05-30
666,8,5,Excellent service!,2023-10-30
782,5,4,Very good service,2020-02-13
2670,8,5,Amazing staff!,2021-12-29
2868,7,5,Highly recommend!,2025-09-25
1265,11,5,Amazing staff!,2025-05-01
1519,3,4,Very good service,2020-10-12
245,11,5,Amazing staff!,2022-05-19
2173,2,5,Amazing staff!,2024-03-15
2492,1,4,Great hotel!,2025-02-03
2197,10,5,Outstanding experience!,2020-10-10
1342,4,5,Perfect stay!,2024-12-18
795,15,5,Outstanding experience!,2024-05-29
1111,2,5,Perfect stay!,2021-12-08
554,6,4,Friendly staff,2025-04-11
2235,9,3,Average stay,2024-09-09
196,8,4,Good value,2024-02-08
2253,11,3,Could be better,2022-04-26
1135,1,4,Very good service,2025-04-08
11,5,5,Outstanding experience!,2020-03-26
8,12,4,Very good service,2025-01-18
2105,3,4,Good value,2024-12-17
24,7,4,Good value,2024-07-03
923,4,3,Decent hotel,2025-09-19
1397,4,3,Decent hotel,2023-04-22
1470,4,4,Good value,2023-05-12
1863,12,1,Awful service,2023-08-04
458,2,1,Terrible experience,2021-02-11
2756,8,3,Fair experience,2024-04-01
2473,7,3,Fair experience,2022-09-06
413,2,1,Awful service,2022-04-05
2193,5,5,Perfect stay!,2023-09-04
2952,10,5,Highly recommend!,2020-04-03
642,7,2,Disappointing,2024-11-14
2048,7,5,Outstanding experience!,2024-09-09
1261,11,3,Okay service,2023-11-12
1985,7,2,Not satisfied,2022-04-12
2646,10,2,Below expectations,2025-11-02
1077,12,5,Excellent service!,2021-03-18
2135,6,4,Nice experience,2021-05-29
932,5,4,Great hotel!,2023-03-23
1997,14,5,Outstanding experience!,2023-06-15
1777,4,4,Great hotel!,2020-12-07
2266,9,5,Highly recommend!,2024-04-09
2481,12,5,Highly recommend!,2021-04-19
1486,8,5,Perfect stay!,2022-07-03
1731,2,4,Nice experience,2022-12-21
1196,8,3,Could be better,2025-01-25
2859,7,5,Outstanding experience!,2025-07-02
2936,3,2,Disappointing,2023-04-21
950,6,5,Amazing staff!,2020-02-19
2342,9,3,Decent hotel,2022-12-10
242,9,4,Nice experience,2025-12-09
933,5,4,Nice experience,2025-08-19
2593,5,3,Could be better,2020-09-02
2236,8,4,Nice experience,2022-01-16
644,2,4,Good value,2023-06-04
2072,15,5,Perfect stay!,2020-08-02
666,7,4,Friendly staff,2021-07-26
2369,7,3,Average stay,2020-09-20
668,8,5,Amazing staff!,2023-07-12
316,8,5,Amazing staff!,2022-09-26
1527,7,4,Friendly staff,2024-07-07
1290,13,4,Good value,2021-05-07
432,9,3,Average stay,2022-11-27
2451,9,5,Excellent service!,2021-10-07
37,2,3,Decent hotel,2024-11-12
1922,6,1,Extremely disappointed,2020-09-26
2216,3,5,Outstanding experience!,2025-02-14
1868,1,3,Could be better,2020-03-04
2626,7,5,Perfect stay!,2025-03-21
1612,10,2,Disappointing,2025-09-29
2152,9,2,Needs improvement,2025-12-15
1530,15,2,Not satisfied,2025-08-09
2757,11,3,Could be better,2021-08-02
2270,8,3,Fair experience,2022-05-30
2359,9,3,Decent hotel,2023-06-22
2305,15,2,Poor service,2021-07-31
1621,14,4,Very good service,2020-09-11
2709,2,4,Very good service,2021-06-24
2097,9,5,Excellent service!,2020-12-02
823,6,3,Okay service,2022-05-10
2446,12,5,Highly recommend!,2024-02-14
2623,6,4,Friendly staff,2020-08-19
953,5,3,Could be better,2023-08-05
2087,8,4,Nice experience,2023-07-19
2092,11,4,Great hotel!,2023-07-29
1119,5,4,Friendly staff,2021-06-08
584,12,5,Perfect stay!,2025-12-03
239,12,5,Perfect stay!,2020-04-26
2120,4,5,Outstanding experience!,2023-04-04
1803,8,3,Average stay,2022-06-15
714,3,4,Nice experience,2020-11-04
1149,4,5,Highly recommend!,2021-09-29
2309,6,2,Not satisfied,2020-08-07
2907,9,3,Could be better,2023-07-19
79,13,3,Average stay,2025-09-12
1483,8,4,Good value,2025-03-08
2344,5,4,Very good service,2025-10-02
2054,14,4,Good value,2023-03-09
1667,1,3,Average stay,2022-12-13
278,12,4,Very good service,2023-10-11
932,12,2,Not satisfied,2022-01-13
1840,1,4,Great hotel!,2025-06-02
864,8,3,Decent hotel,2023-02-18
1528,11,5,Excellent service!,2022-12-16
2553,14,3,Fair experience,2025-09-16
1643,9,5,Highly recommend!,2020-04-11
21,6,5,Perfect stay!,2021-08-18
670,13,4,Nice experience,2024-03-16
2784,13,5,Excellent service!,2024-01-16
1276,10,5,Perfect stay!,2021-11-23
2032,3,3,Fair experience,2021-12-16
2196,6,4,Great hotel!,2022-05-21
2384,2,4,Good value,2022-01-17
637,1,4,Great hotel!,2021-02-17
2206,2,4,Nice experience,2022-07-26
1329,13,4,Great hotel!,2025-12-15
125,4,5,Outstanding experience!,2020-09-20
2581,7,3,Fair experience,2020-03-25
1748,5,5,Perfect stay!,2020-02-22
738,14,4,Nice experience,2024-04-14
1754,4,5,Outstanding experience!,2025-05-31
997,4,4,Friendly staff,2022-11-27
2766,8,3,Could be better,2023-03-14
250,12,5,Amazing staff!,2021-02-04
1776,14,4,Good value,2024-07-22
1716,4,4,Great hotel!,2025-01-09
1591,12,5,Highly recommend!,2025-01-27
1852,15,4,Good value,2023-02-10
511,8,4,Great hotel!,2021-08-02
215,9,4,Nice experience,2025-10-08
906,13,5,Perfect stay!,2024-07-04
16,7,4,Great hotel!,2025-11-30
2295,14,5,Amazing staff!,2023-10-24
2,8,3,Could be better,2022-07-29
697,6,4,Good value,2024-09-28
1251,5,2,Below expectations,2025-08-28
765,10,4,Great hotel!,2025-11-26
1486,5,3,Fair experience,2024-04-28
873,10,2,Poor service,2022-09-27
2507,7,3,Decent hotel,2024-08-29
601,11,5,Excellent service!,2025-10-24
2961,7,5,Perfect stay!,2022-08-04
1901,9,4,Friendly staff,2021-11-23
2324,1,1,Terrible experience,2021-07-31
1638,10,4,Great hotel!,2022-09-25
2552,11,4,Friendly staff,2020-06-06
1727,7,5,Excellent service!,2024-04-29
1232,4,2,Needs improvement,2024-08-02
1624,10,4,Great hotel!,2021-08-01
2612,12,4,Friendly staff,2021-11-19
650,2,5,Perfect stay!,2024-04-21
2651,13,5,Perfect stay!,2025-07-28
2837,11,5,Outstanding experience!,2025-08-13
307,5,4,Good value,2023-05-15
677,7,1,Extremely disappointed,2024-02-24
1545,12,5,Outstanding experience!,2025-08-02
1113,2,4,Friendly staff,2025-06-11
2206,11,1,Would not recommend,2024-01-03
1411,15,5,Highly recommend!,2021-10-12
824,2,5,Highly recommend!,2024-02-17
1357,9,4,Good value,2021-08-24
192,13,5,Outstanding experience!,2022-01-05
1165,9,3,Okay service,2022-09-26
2286,14,4,Good value,2025-01-24
543,2,1,Terrible experience,2023-10-11
982,2,4,Great hotel!,2022-07-06
980,8,4,Great hotel!,2023-10-07
2783,2,4,Nice experience,2023-02-11
2905,3,5,Highly recommend!,2024-08-29
197,5,2,Needs improvement,2021-04-02
2144,8,3,Okay service,2021-02-23
2624,2,4,Very good service,2021-11-30
110,9,5,Highly recommend!,2022-07-27
2444,10,5,Outstanding experience!,2022-03-30
1508,2,3,Fair experience,2022-08-24
1612,11,2,Not satisfied,2022-07-22
2225,9,2,Not satisfied,2025-04-11
1295,12,5,Highly recommend!,2020-01-14
2850,12,4,Good value,2025-06-03
230,7,5,Perfect stay!,2021-05-14
1424,15,2,Not satisfied,2025-12-10
2368,8,1,Awful service,2023-03-26
1420,5,1,Extremely disappointed,2025-10-04
1676,12,2,Poor service,2024-10-11
1466,8,4,Friendly staff,2024-04-01
702,7,4,Friendly staff,2024-11-09
19,4,5,Excellent service!,2025-02-20
2649,8,2,Disappointing,2021-03-13
183,1,5,Outstanding experience!,2021-03-28
1149,13,4,Very good service,2023-10-29
2597,14,2,Below expectations,2023-09-29
1222,7,5,Excellent service!,2025-07-20
1551,10,5,Highly recommend!,2021-11-15
2700,8,5,Highly recommend!,2022-01-09
1180,15,5,Outstanding experience!,2022-04-13
203,2,2,Poor service,2025-03-16
2167,15,4,Nice experience,2024-10-20
2595,5,5,Outstanding experience!,2022-03-11
929,10,4,Friendly staff,2020-05-17
348,7,4,Great hotel!,2025-07-04
2201,7,4,Nice experience,2024-03-29
853,7,2,Disappointing,2022-07-24
1080,1,5,Outstanding experience!,2020-04-27
2140,2,2,Not satisfied,2023-02-17
1910,14,4,Good value,2025-09-21
858,11,3,Could be better,2021-06-01
1398,9,4,Nice experience,2022-11-24
2316,4,2,Disappointing,2023-11-25
1905,13,3,Decent hotel,2025-09-01
2782,9,5,Outstanding experience!,2024-01-31
1302,8,3,Average stay,2020-11-10
1189,10,4,Very good service,2023-06-19
155,1,5,Outstanding experience!,2022-01-19
1316,9,3,Decent hotel,2021-10-12
2530,8,4,Good value,2020-10-24
676,6,4,Very good service,2022-10-05
2335,2,5,Amazing staff!,2020-12-01
706,7,4,Great hotel!,2024-05-01
776,10,3,Average stay,2021-09-25
968,7,4,Nice experience,2021-02-11
2636,4,4,Great hotel!,2020-11-28
2115,6,4,Nice experience,2022-08-05
1564,9,4,Very good service,2023-01-28
2724,14,4,Nice experience,2024-04-28
1009,8,5,Highly recommend!,2023-09-29
30,15,2,Not satisfied,2020-09-20
2010,13,5,Highly recommend!,2020-07-18
239,2,5,Excellent service!,2021-05-16
1910,7,1,Very poor,2025-09-04
876,2,5,Amazing staff!,2020-03-19
1861,15,2,Poor service,2022-09-05
1899,1,5,Outstanding experience!,2022-09-25
2157,6,4,Very good service,2021-11-02
1196,6,4,Nice experience,2022-07-05
1837,14,5,Amazing staff!,2021-09-08
2315,2,5,Outstanding experience!,2021-03-17
2046,13,3,Decent hotel,2023-11-09
143,6,4,Great hotel!,2024-08-13
1456,15,5,Perfect stay!,2023-07-22
2818,1,4,Friendly staff,2021-07-17
864,8,3,Could be better,2022-08-28
1697,3,3,Decent hotel,2022-10-07
2071,3,4,Good value,2023-04-28
2968,7,5,Excellent service!,2020-02-04
2766,2,1,Would not recommend,2025-10-15
1792,3,1,Very poor,2024-02-21
1996,3,5,Highly recommend!,2022-01-27
10,1,3,Average stay,2025-03-04
211,7,3,Okay service,2020-09-30
2535,3,4,Nice experience,2024-06-09
1752,13,5,Highly recommend!,2020-01-31
2089,15,5,Outstanding experience!,2022-06-21
1312,15,4,Great hotel!,2021-11-20
264,10,5,Amazing staff!,2022-07-23
542,14,4,Very good service,2025-05-10
2809,2,4,Very good service,2022-04-21
2528,12,5,Perfect stay!,2022-08-26
2001,11,4,Nice experience,2025-05-22
2380,5,4,Good value,2022-06-21
494,12,5,Highly recommend!,2025-03-06
1394,1,3,Average stay,2021-04-08
1341,2,5,Amazing staff!,2024-11-20
1136,7,2,Below expectations,2022-10-25
567,11,4,Friendly staff,2023-01-12
405,14,3,Average stay,2024-09-01
323,11,4,Nice experience,2020-03-09
1428,11,4,Friendly staff,2023-07-20
1963,5,4,Nice experience,2023-04-07
2782,8,4,Nice experience,2021-01-30
2127,11,4,Good value,2022-09-05
56,2,1,Extremely disappointed,2024-08-21
1297,4,4,Great hotel!,2025-05-12
2685,2,5,Perfect stay!,2023-05-08
1885,7,5,Excellent service!,2021-11-20
1305,4,4,Great hotel!,2020-06-08
2875,3,5,Amazing staff!,2024-01-31
1984,5,1,Very poor,2020-10-03
1787,8,5,Highly recommend!,2021-09-08
2459,15,4,Friendly staff,2022-07-11
1571,8,3,Fair experience,2023-03-22
2998,3,4,Good value,2020-02-01
97,9,5,Outstanding experience!,2022-12-08
2260,13,3,Decent hotel,2024-02-09
231,8,5,Outstanding experience!,2020-06-22
2308,14,5,Highly recommend!,2022-12-20
1772,8,2,Not satisfied,2021-10-15
1024,13,2,Not satisfied,2025-04-14
430,7,3,Decent hotel,2021-09-30
829,11,3,Fair experience,2023-01-25
2835,3,4,Good value,2021-09-17
1503,13,3,Okay service,2023-01-29
520,11,5,Perfect stay!,2020-03-27
1813,15,3,Could be better,2025-05-25
15,9,2,Below expectations,2023-03-13
1408,7,4,Very good service,2021-04-01
1411,13,5,Amazing staff!,2024-08-22
2239,13,3,Average stay,2020-01-22
888,6,4,Friendly staff,2024-08-15
1699,2,4,Good value,2025-10-03
1219,14,5,Amazing staff!,2023-01-26
2873,14,4,Good value,2024-04-27
2909,9,1,Would not recommend,2023-01-01
2085,7,2,Not satisfied,2025-03-03
1506,5,4,Friendly staff,2020-04-15
769,1,4,Good value,2023-05-12
2612,13,5,Outstanding experience!,2025-03-30
1744,10,4,Good value,2025-02-03
1001,11,4,Great hotel!,2023-12-21
389,4,3,Fair experience,2022-05-19
2627,15,3,Fair experience,2023-07-05
2973,11,3,Fair experience,2025-04-21
1600,6,5,Outstanding experience!,2025-06-21
2163,5,5,Highly recommend!,2021-06-14
1078,2,2,Disappointing,2024-05-13
1861,1,5,Perfect stay!,2024-09-28
971,8,4,Friendly staff,2022-03-09
2442,12,4,Good value,2025-08-19
1879,12,4,Nice experience,2024-03-22
1959,7,1,Awful service,2023-08-02
2890,12,2,Needs improvement,2020-10-29
1702,10,5,Amazing staff!,2020-09-05
2848,5,5,Outstanding experience!,2021-04-16
627,3,3,Fair experience,2024-11-15
2070,13,5,Excellent service!,2020-09-29
1911,5,1,Awful service,2025-07-01
2078,10,4,Very good service,2022-07-29
1191,7,3,Okay service,2023-07-09
895,10,5,Excellent service!,2024-02-26
2315,2,4,Friendly staff,2022-02-25
2571,2,4,Great hotel!,2023-10-15
652,10,4,Nice experience,2022-02-04
1,8,2,Not satisfied,2025-08-08
930,11,4,Nice experience,2020-06-16
396,6,5,Highly recommend!,2022-06-12
1459,15,4,Very good service,2023-06-03
2181,5,4,Friendly staff,2022-05-21
369,12,5,Perfect stay!,2024-06-09
1784,11,5,Highly recommend!,2025-08-19
2022,5,5,Amazing staff!,2023-12-03
2772,1,5,Excellent service!,2022-02-01
2843,13,3,Average stay,2023-12-18
1858,6,4,Great hotel!,2020-08-07
1246,4,4,Nice experience,2020-03-03
2032,7,5,Outstanding experience!,2025-08-19
265,6,4,Very good service,2021-10-31
486,13,2,Disappointing,2023-05-01
2458,13,1,Awful service,2025-09-23
1137,1,3,Average stay,2022-08-09
1030,1,4,Good value,2022-06-11
2913,2,4,Good value,2025-07-19
203,9,4,Very good service,2023-01-19
2401,3,3,Decent hotel,2022-02-10
1348,1,5,Amazing staff!,2025-11-23
1356,5,4,Nice experience,2024-04-26
918,4,3,Fair experience,2025-04-11
36,10,5,Outstanding experience!,2022-07-21
2859,7,5,Highly recommend!,2025-03-11
2703,9,4,Friendly staff,2021-01-30
703,4,4,Friendly staff,2023-04-11
2370,4,5,Outstanding experience!,2023-05-29
1181,1,4,Good value,2025-06-22
1598,14,3,Fair experience,2020-11-17
2212,6,5,Outstanding experience!,2025-06-13
1435,7,3,Okay service,2022-04-21
2663,4,2,Needs improvement,2023-01-25
1530,13,3,Average stay,2024-10-17
1557,3,4,Nice experience,2021-07-23
2742,13,1,Extremely disappointed,2022-03-12
697,14,4,Very good service,2025-06-22
920,9,2,Needs improvement,2021-07-08
1197,4,5,Amazing staff!,2021-12-26
2198,4,3,Okay service,2020-10-19
2301,11,3,Could be better,2025-05-07
447,11,5,Highly recommend!,2024-01-23
2711,7,4,Friendly staff,2024-11-27
893,15,3,Average stay,2024-08-30
973,5,3,Okay service,2023-04-30
1487,4,4,Very good service,2022-12-24
1593,10,5,Amazing staff!,2021-07-05
2887,13,1,Awful service,2025-01-23
303,10,4,Great hotel!,2024-01-27
1483,9,2,Not satisfied,2023-03-12
1249,4,2,Not satisfied,2022-01-01
2169,15,2,Not satisfied,2022-05-14
2250,8,3,Okay service,2025-11-08
50,5,4,Great hotel!,2024-06-03
694,13,4,Good value,2023-08-28
2415,15,1,Would not recommend,2024-04-17
1238,7,4,Great hotel!,2025-10-18
1340,3,4,Very good service,2020-11-30
2351,13,4,Very good service,2021-07-16
356,4,4,Nice experience,2021-12-26
2073,15,3,Decent hotel,2024-07-05
830,8,3,Could be better,2025-01-07
1517,12,2,Below expectations,2020-10-13
526,11,3,Okay service,2023-03-28
945,4,3,Average stay,2023-02-02
1201,4,4,Good value,2024-08-27
