ExpenseID,HotelID,ExpenseCategoryID,ExpenseDate,Description,Amount,VendorName,PaymentMethod,Status
325,1,9,11/10/2020,Staff training programs,954.31,System Integrators,Cash,Paid
326,1,9,11/23/2020,Staff training programs,2542.77,System Integrators,Cash,Paid
327,1,10,11/28/2020,Office supplies,6148.79,Food Distributors Egypt,Credit Card,Paid
328,1,10,11/28/2020,Legal fees,4421.85,Damietta Electric Co.,Bank Transfer,Paid
329,1,10,11/23/2020,Accounting services,6490.02,Insurance Group Egypt,Bank Transfer,Pending
330,1,10,11/27/2020,Accounting services,6689.24,Software Corp.,Cash,Paid
331,1,1,12/7/2020,Bonus payments,54310.79,Sanitech Co.,Check,Paid
332,1,1,12/4/2020,Staff salaries,139877.89,Professional Development,Cash,Paid
333,1,1,12/2/2020,Management salaries,99622.11,Property Guard,Check,Paid
334,1,1,12/2/2020,Bonus payments,98949.55,Creative Agency,Bank Transfer,Paid
335,1,2,12/8/2020,Water bill,11721.53,HVAC Systems Ltd.,Cash,Paid
336,1,2,12/10/2020,Telecommunications,13134.67,Training Institute,Bank Transfer,Paid
337,1,2,12/8/2020,Electricity bill,17273.05,Creative Agency,Check,Paid
338,1,2,12/27/2020,Telecommunications,9202.4,Damietta Electric Co.,Bank Transfer,Paid
339,1,3,12/1/2020,Online advertising,2964.63,Elevator Tech,Cash,Pending
340,1,3,12/15/2020,Promotional materials,3278.24,Housekeeping Supplies Ltd.,Check,Pending
341,1,4,12/15/2020,Elevator service,5610.1,Housekeeping Supplies Ltd.,Check,Pending
342,1,4,12/9/2020,Building maintenance,5945.99,Housekeeping Supplies Ltd.,Bank Transfer,Paid
343,1,5,12/17/2020,Kitchen equipment,11723.72,Maintenance Plus,Credit Card,Paid
344,1,5,12/26/2020,Food supplies,27601.04,Digital Media Group,Credit Card,Paid
345,1,5,12/18/2020,Beverage purchases,21407.81,Certification Center,Credit Card,Pending
346,1,6,12/16/2020,Housekeeping supplies,4675.01,Liability Solutions,Credit Card,Paid
347,1,6,12/16/2020,Cleaning chemicals,4832.72,Elevator Tech,Check,Paid
348,1,6,12/26/2020,Housekeeping supplies,3144.9,Damietta Electric Co.,Credit Card,Pending
349,1,6,12/2/2020,Housekeeping supplies,3395.14,Housekeeping Supplies Ltd.,Credit Card,Paid
350,1,7,12/5/2020,Liability insurance,4514.46,Education Plus,Check,Pending
351,1,7,12/10/2020,Property insurance,7905.55,Telecom Egypt,Check,Paid
352,1,7,12/8/2020,Employee insurance,11550.75,Food Distributors Egypt,Bank Transfer,Paid
353,1,7,12/28/2020,Liability insurance,10644.99,Liability Solutions,Credit Card,Paid
354,1,8,12/8/2020,Software licenses,4198.57,Damietta Electric Co.,Cash,Paid
355,1,8,12/4/2020,Software licenses,4267.8,Digital Media Group,Credit Card,Paid
356,1,8,12/9/2020,Software licenses,4838.01,Liability Solutions,Bank Transfer,Paid
357,1,8,12/26/2020,Hardware purchases,7851.27,Print House Co.,Check,Paid
358,1,9,12/26/2020,Staff training programs,2838.64,HVAC Systems Ltd.,Cash,Paid
359,1,9,12/20/2020,External trainers,2667.22,Accounting Firm,Check,Paid
360,1,9,12/6/2020,Certification courses,1477.58,Building Services Co.,Cash,Paid
361,1,10,12/14/2020,Office supplies,5398.59,Certification Center,Cash,Paid
362,1,10,12/21/2020,Bank charges,3115.41,Building Services Co.,Check,Paid
363,1,1,1/14/2021,Staff salaries,78014.17,Education Plus,Cash,Paid
364,1,1,1/21/2021,Staff salaries,50002.8,Beverage Suppliers,Cash,Paid
365,1,1,1/9/2021,Management salaries,75462.77,Marketing Solutions Ltd.,Check,Paid
366,1,2,1/6/2021,Electricity bill,16733.3,Telecom Egypt,Cash,Paid
367,1,2,1/24/2021,Water bill,22879.23,Delta Gas Company,Bank Transfer,Paid
368,1,2,1/19/2021,Water bill,11946.43,Kitchen Equipment Co.,Check,Paid
369,1,2,1/20/2021,Water bill,7274.1,Digital Media Group,Credit Card,Pending
370,1,3,1/20/2021,Social media marketing,10800.39,HVAC Systems Ltd.,Credit Card,Paid
371,1,3,1/20/2021,Online advertising,9463.36,Insurance Group Egypt,Bank Transfer,Overdue
372,1,3,1/7/2021,Online advertising,10803.23,Sanitech Co.,Credit Card,Paid
373,1,3,1/2/2021,Social media marketing,13824.18,Beverage Suppliers,Bank Transfer,Paid
374,1,4,1/12/2021,Elevator service,9887.23,Cleaning Solutions,Credit Card,Paid
375,1,4,1/15/2021,HVAC maintenance,2501.97,Liability Solutions,Check,Paid
376,1,5,1/16/2021,Food supplies,23157.3,Sanitech Co.,Bank Transfer,Paid
377,1,5,1/5/2021,Beverage purchases,24296.64,Housekeeping Supplies Ltd.,Credit Card,Paid
378,1,5,1/28/2021,Beverage purchases,25490.52,Print House Co.,Cash,Paid
379,1,6,1/10/2021,Cleaning chemicals,4161.58,Beverage Suppliers,Cash,Paid
380,1,6,1/7/2021,Sanitization products,4783.1,System Integrators,Bank Transfer,Overdue
381,1,6,1/10/2021,Housekeeping supplies,4845.56,HVAC Systems Ltd.,Bank Transfer,Paid
382,1,6,1/9/2021,Sanitization products,2089.7,Delta Gas Company,Cash,Paid
383,1,7,1/4/2021,Property insurance,3659.19,Insurance Group Egypt,Cash,Paid
384,1,7,1/14/2021,Liability insurance,5489.87,Tech Solutions,Cash,Paid
385,1,8,1/24/2021,System upgrades,7190.62,Telecom Egypt,Check,Paid
386,1,8,1/17/2021,Software licenses,7120.64,Property Guard,Bank Transfer,Paid
387,1,8,1/7/2021,IT support,3483.4,Insurance Group Egypt,Check,Paid
388,1,8,1/2/2021,Hardware purchases,5919.53,Legal Associates,Check,Paid
389,1,9,1/28/2021,Staff training programs,1842.75,Insurance Group Egypt,Credit Card,Pending
390,1,9,1/10/2021,External trainers,1795.13,Kitchen Equipment Co.,Check,Paid
391,1,9,1/26/2021,Training materials,2865.44,Education Plus,Credit Card,Paid
392,1,9,1/28/2021,Staff training programs,2829.38,Legal Associates,Bank Transfer,Paid
393,1,10,1/5/2021,Bank charges,5030.38,Laundry Services,Bank Transfer,Paid
394,1,10,1/5/2021,Office supplies,4009.17,Software Corp.,Cash,Paid
395,1,10,1/1/2021,Bank charges,1484.26,Sanitech Co.,Bank Transfer,Paid
396,1,10,1/4/2021,Bank charges,7747.28,Building Services Co.,Credit Card,Pending
397,1,1,2/12/2021,Overtime payments,102126.05,Tech Solutions,Credit Card,Paid
398,1,1,2/7/2021,Management salaries,110261.62,Housekeeping Supplies Ltd.,Bank Transfer,Paid
399,1,2,2/18/2021,Gas bill,13205.55,Marketing Solutions Ltd.,Bank Transfer,Pending
400,1,2,2/9/2021,Water bill,12861.28,Certification Center,Check,Paid
401,1,2,2/17/2021,Electricity bill,22926.89,Insurance Group Egypt,Credit Card,Paid
402,1,3,2/26/2021,Social media marketing,4232.07,Tech Solutions,Check,Overdue
403,1,3,2/13/2021,Promotional materials,9175.37,Maintenance Plus,Check,Paid
404,1,4,2/12/2021,Equipment repair,6519.75,Housekeeping Supplies Ltd.,Cash,Pending
405,1,4,2/16/2021,Building maintenance,9018.79,Digital Media Group,Credit Card,Paid
406,1,4,2/3/2021,Elevator service,2901.79,Certification Center,Bank Transfer,Paid
407,1,5,2/6/2021,Beverage purchases,25618.32,Marketing Solutions Ltd.,Cash,Paid
408,1,5,2/27/2021,Restaurant supplies,29468.92,Laundry Services,Check,Paid
409,1,6,2/4/2021,Laundry supplies,3819.85,IT Support Services,Bank Transfer,Overdue
410,1,6,2/4/2021,Laundry supplies,4104.65,Software Corp.,Check,Paid
411,1,6,2/27/2021,Laundry supplies,3735.31,Sanitech Co.,Bank Transfer,Paid
412,1,7,2/24/2021,Liability insurance,5904.89,Marketing Solutions Ltd.,Cash,Paid
413,1,7,2/23/2021,Property insurance,4743.97,Insurance Group Egypt,Credit Card,Paid
414,1,7,2/9/2021,Equipment insurance,7868.72,Telecom Egypt,Cash,Paid
415,1,8,2/21/2021,IT support,4948.19,Housekeeping Supplies Ltd.,Check,Paid
416,1,8,2/23/2021,Hardware purchases,2578.8,HVAC Systems Ltd.,Credit Card,Paid
417,1,8,2/16/2021,Hardware purchases,5035,IT Support Services,Credit Card,Overdue
418,1,9,2/23/2021,Staff training programs,689.58,Education Plus,Cash,Paid
419,1,9,2/10/2021,Training materials,1975.17,Kitchen Equipment Co.,Credit Card,Pending
420,1,10,2/20/2021,Office supplies,1062.61,Bank of Egypt,Credit Card,Paid
421,1,10,2/25/2021,Legal fees,4258.54,Telecom Egypt,Credit Card,Paid
422,1,1,3/11/2021,Overtime payments,82246.18,Print House Co.,Check,Paid
423,1,1,3/9/2021,Staff salaries,75255.56,Employee Benefits Co.,Check,Paid
424,1,1,3/15/2021,Management salaries,135446.28,Maintenance Plus,Credit Card,Paid
425,1,1,3/18/2021,Overtime payments,92731.64,Kitchen Equipment Co.,Cash,Paid
426,1,2,3/6/2021,Gas bill,8172.75,Building Services Co.,Check,Paid
427,1,2,3/18/2021,Gas bill,20055.17,System Integrators,Bank Transfer,Paid
428,1,2,3/2/2021,Gas bill,19551.66,Digital Media Group,Bank Transfer,Paid
429,1,3,3/14/2021,Promotional materials,9197.47,Print House Co.,Credit Card,Paid
430,1,3,3/28/2021,Online advertising,10112.51,Elevator Tech,Check,Paid
431,1,3,3/9/2021,Print advertising,7695.4,Software Corp.,Bank Transfer,Paid
432,1,4,3/12/2021,Equipment repair,7017.88,Laundry Services,Credit Card,Paid
433,1,4,3/25/2021,HVAC maintenance,4271.89,Elevator Tech,Check,Paid
434,1,4,3/18/2021,Building maintenance,7010.2,Professional Development,Credit Card,Paid
435,1,4,3/20/2021,Building maintenance,8161.98,Certification Center,Credit Card,Paid
436,1,5,3/7/2021,Restaurant supplies,8747.7,Liability Solutions,Cash,Paid
437,1,5,3/11/2021,Food supplies,27376.71,Building Services Co.,Check,Paid
438,1,5,3/5/2021,Food supplies,24966.26,Tech Solutions,Bank Transfer,Paid
439,1,6,3/1/2021,Cleaning chemicals,4981.79,Sanitech Co.,Bank Transfer,Paid
440,1,6,3/22/2021,Sanitization products,2645.53,Legal Associates,Cash,Paid
441,1,7,3/11/2021,Property insurance,5798.32,Insurance Group Egypt,Credit Card,Paid
442,1,7,3/13/2021,Equipment insurance,6239.19,Food Distributors Egypt,Check,Paid
443,1,8,3/3/2021,Software licenses,2239.6,Legal Associates,Check,Paid
444,1,8,3/17/2021,IT support,6313.43,HVAC Systems Ltd.,Bank Transfer,Paid
445,1,9,3/1/2021,Training materials,1079.1,Creative Agency,Bank Transfer,Paid
446,1,9,3/23/2021,Staff training programs,2053.76,Food Distributors Egypt,Bank Transfer,Paid
447,1,9,3/11/2021,External trainers,2449.67,Digital Media Group,Check,Pending
448,1,9,3/1/2021,External trainers,2076.25,Food Distributors Egypt,Credit Card,Paid
449,1,10,3/8/2021,Accounting services,1419.23,Laundry Services,Credit Card,Paid
450,1,10,3/18/2021,Office supplies,5920.93,Restaurant Supply,Cash,Paid
451,1,1,4/6/2021,Staff salaries,86700.99,HVAC Systems Ltd.,Credit Card,Paid
452,1,1,4/2/2021,Overtime payments,102029.45,Telecom Egypt,Check,Paid
453,1,1,4/28/2021,Overtime payments,74451.79,Elevator Tech,Credit Card,Pending
454,1,1,4/11/2021,Overtime payments,83914.58,Print House Co.,Cash,Paid
455,1,2,4/15/2021,Telecommunications,14790.38,Delta Gas Company,Cash,Paid
456,1,2,4/19/2021,Water bill,8797.21,Laundry Services,Check,Overdue
457,1,3,4/21/2021,Social media marketing,8804.72,Insurance Group Egypt,Credit Card,Paid
458,1,3,4/8/2021,Print advertising,8270.36,Training Institute,Credit Card,Pending
459,1,3,4/26/2021,Online advertising,7760.95,Education Plus,Bank Transfer,Paid
460,1,3,4/13/2021,Social media marketing,7120.71,Tech Solutions,Check,Paid
461,1,4,4/21/2021,Equipment repair,4181.91,Tech Solutions,Check,Paid
462,1,4,4/7/2021,Equipment repair,6084.6,Municipal Water Authority,Check,Paid
463,1,4,4/17/2021,Elevator service,9535.69,System Integrators,Bank Transfer,Paid
464,1,4,4/14/2021,Building maintenance,1760.35,Municipal Water Authority,Bank Transfer,Paid
465,1,5,4/23/2021,Beverage purchases,18103.23,Elevator Tech,Check,Paid
466,1,5,4/13/2021,Restaurant supplies,9095.33,Beverage Suppliers,Credit Card,Paid
467,1,5,4/27/2021,Food supplies,22644.75,Bank of Egypt,Credit Card,Paid
468,1,6,4/16/2021,Laundry supplies,2832.4,Sanitech Co.,Cash,Paid
469,1,6,4/12/2021,Sanitization products,1652.82,Accounting Firm,Check,Paid
470,1,6,4/18/2021,Housekeeping supplies,2099.25,Software Corp.,Credit Card,Paid
471,1,6,4/17/2021,Sanitization products,4132.6,Tech Solutions,Credit Card,Paid
472,1,7,4/2/2021,Equipment insurance,9650.18,Property Guard,Bank Transfer,Paid
473,1,7,4/28/2021,Liability insurance,9972.64,Office Depot Egypt,Credit Card,Paid
474,1,7,4/27/2021,Employee insurance,11482.62,Software Corp.,Credit Card,Paid
475,1,7,4/3/2021,Employee insurance,8541.54,Education Plus,Bank Transfer,Paid
476,1,8,4/6/2021,Hardware purchases,5447.52,Liability Solutions,Bank Transfer,Paid
477,1,8,4/27/2021,Hardware purchases,4272.15,Kitchen Equipment Co.,Bank Transfer,Paid
478,1,9,4/4/2021,Staff training programs,1620.7,HVAC Systems Ltd.,Credit Card,Pending
479,1,9,4/10/2021,Staff training programs,1924.78,Municipal Water Authority,Bank Transfer,Paid
480,1,10,4/20/2021,Legal fees,2608.17,Kitchen Equipment Co.,Credit Card,Paid
481,1,10,4/26/2021,Bank charges,4661.81,Restaurant Supply,Cash,Pending
482,1,10,4/16/2021,Accounting services,7807.81,Software Corp.,Cash,Paid
483,1,10,4/23/2021,Bank charges,1943.69,Laundry Services,Check,Paid
484,1,1,5/13/2021,Bonus payments,136429.03,Telecom Egypt,Cash,Paid
485,1,1,5/18/2021,Management salaries,98274.39,Delta Gas Company,Credit Card,Paid
486,1,1,5/19/2021,Staff salaries,138494.96,Certification Center,Check,Paid
487,1,1,5/23/2021,Bonus payments,62466.87,Laundry Services,Check,Paid
488,1,2,5/22/2021,Electricity bill,5394.2,Housekeeping Supplies Ltd.,Check,Paid
489,1,2,5/26/2021,Electricity bill,24042.93,Sanitech Co.,Check,Paid
490,1,3,5/9/2021,Promotional materials,8037.27,Municipal Water Authority,Bank Transfer,Paid
491,1,3,5/7/2021,Promotional materials,11087.55,Food Distributors Egypt,Check,Overdue
492,1,4,5/15/2021,HVAC maintenance,2420.85,HVAC Systems Ltd.,Cash,Paid
493,1,4,5/16/2021,Elevator service,9129.95,Food Distributors Egypt,Cash,Paid
494,1,5,5/23/2021,Beverage purchases,22017.49,Bank of Egypt,Check,Paid
495,1,5,5/27/2021,Restaurant supplies,16521.4,Telecom Egypt,Check,Pending
496,1,5,5/13/2021,Restaurant supplies,18552.04,Restaurant Supply,Bank Transfer,Paid
497,1,6,5/20/2021,Housekeeping supplies,3075.68,Accounting Firm,Credit Card,Paid
498,1,6,5/14/2021,Laundry supplies,4431.46,Accounting Firm,Check,Paid
499,1,6,5/16/2021,Laundry supplies,2234.42,Kitchen Equipment Co.,Bank Transfer,Paid
500,1,7,5/11/2021,Employee insurance,4695.66,Tech Solutions,Cash,Pending
501,1,7,5/12/2021,Equipment insurance,8151.63,Elevator Tech,Bank Transfer,Paid
502,1,7,5/28/2021,Liability insurance,11063.62,Elevator Tech,Cash,Overdue
503,1,7,5/22/2021,Liability insurance,3852.8,Tech Solutions,Bank Transfer,Paid
504,1,8,5/21/2021,IT support,4778.34,Insurance Group Egypt,Credit Card,Paid
505,1,8,5/11/2021,Hardware purchases,5825.01,HVAC Systems Ltd.,Credit Card,Pending
506,1,8,5/13/2021,System upgrades,4606.67,Laundry Services,Check,Paid
507,1,8,5/18/2021,Hardware purchases,5751.47,Cleaning Solutions,Bank Transfer,Paid
508,1,9,5/11/2021,Training materials,950.3,Training Institute,Cash,Paid
509,1,9,5/21/2021,Certification courses,2983.31,Elevator Tech,Cash,Overdue
510,1,9,5/7/2021,Certification courses,1934.09,Kitchen Equipment Co.,Check,Pending
511,1,10,5/5/2021,Bank charges,5989.47,Tech Solutions,Bank Transfer,Paid
512,1,10,5/3/2021,Legal fees,3014.54,Kitchen Equipment Co.,Cash,Paid
513,1,1,6/28/2021,Overtime payments,64507.77,Telecom Egypt,Check,Paid
514,1,1,6/13/2021,Bonus payments,77996.56,Municipal Water Authority,Check,Paid
515,1,1,6/21/2021,Overtime payments,59297.88,Training Institute,Cash,Paid
516,1,2,6/18/2021,Electricity bill,10130.98,Property Guard,Check,Paid
517,1,2,6/9/2021,Water bill,8725.7,Delta Gas Company,Credit Card,Paid
518,1,3,6/10/2021,Social media marketing,8201.61,Creative Agency,Bank Transfer,Paid
519,1,3,6/3/2021,Social media marketing,12140.5,Telecom Egypt,Credit Card,Paid
520,1,4,6/17/2021,Equipment repair,7350.52,Liability Solutions,Check,Paid
521,1,4,6/16/2021,Equipment repair,7548.39,Building Services Co.,Cash,Paid
522,1,4,6/15/2021,Equipment repair,8363.84,Print House Co.,Check,Paid
523,1,5,6/21/2021,Food supplies,27996.14,Maintenance Plus,Bank Transfer,Pending
524,1,5,6/10/2021,Kitchen equipment,10695.91,Legal Associates,Cash,Paid
525,1,6,6/19/2021,Housekeeping supplies,4397.97,Liability Solutions,Credit Card,Paid
526,1,6,6/9/2021,Cleaning chemicals,3889.67,Kitchen Equipment Co.,Cash,Paid
527,1,6,6/19/2021,Cleaning chemicals,3430.8,Telecom Egypt,Credit Card,Paid
528,1,6,6/6/2021,Sanitization products,3371.04,Creative Agency,Bank Transfer,Paid
529,1,7,6/18/2021,Liability insurance,6611.57,System Integrators,Credit Card,Paid
530,1,7,6/2/2021,Equipment insurance,4257.92,Building Services Co.,Bank Transfer,Paid
531,1,7,6/1/2021,Property insurance,3265.5,Damietta Electric Co.,Check,Pending
532,1,8,6/4/2021,Software licenses,2358.15,Cleaning Solutions,Cash,Paid
533,1,8,6/6/2021,Hardware purchases,7978.48,Restaurant Supply,Cash,Paid
534,1,8,6/18/2021,Hardware purchases,2194.72,Accounting Firm,Bank Transfer,Paid
535,1,9,6/21/2021,Training materials,1471,Accounting Firm,Credit Card,Paid
536,1,9,6/8/2021,Certification courses,1961.29,Food Distributors Egypt,Bank Transfer,Paid
537,1,10,6/25/2021,Bank charges,5339.72,Food Distributors Egypt,Cash,Paid
538,1,10,6/19/2021,Accounting services,6360.06,Maintenance Plus,Check,Paid
539,1,10,6/3/2021,Accounting services,1116.98,HVAC Systems Ltd.,Credit Card,Paid
540,1,1,7/8/2021,Overtime payments,52144.72,Training Institute,Bank Transfer,Paid
541,1,1,7/16/2021,Management salaries,65065.99,Insurance Group Egypt,Credit Card,Paid
542,1,2,7/7/2021,Water bill,14448.16,Restaurant Supply,Cash,Paid
543,1,2,7/7/2021,Electricity bill,17242.46,Certification Center,Credit Card,Overdue
544,1,3,7/11/2021,Online advertising,5362.19,HVAC Systems Ltd.,Check,Paid
545,1,3,7/3/2021,Promotional materials,7181.35,Software Corp.,Cash,Paid
546,1,4,7/19/2021,HVAC maintenance,8756.22,Elevator Tech,Cash,Paid
547,1,4,7/8/2021,Building maintenance,9505.45,Laundry Services,Check,Paid
548,1,4,7/4/2021,Equipment repair,6365.57,Sanitech Co.,Credit Card,Paid
549,1,4,7/15/2021,HVAC maintenance,5856.72,Tech Solutions,Credit Card,Paid
550,1,5,7/21/2021,Kitchen equipment,25269.91,Sanitech Co.,Bank Transfer,Paid
551,1,5,7/3/2021,Beverage purchases,13518.38,Office Depot Egypt,Bank Transfer,Paid
552,1,5,7/10/2021,Restaurant supplies,20964.42,System Integrators,Bank Transfer,Paid
553,1,6,7/14/2021,Sanitization products,3293.46,Delta Gas Company,Credit Card,Paid
554,1,6,7/28/2021,Sanitization products,2198.97,IT Support Services,Bank Transfer,Paid
555,1,7,7/1/2021,Liability insurance,4228.55,Property Guard,Bank Transfer,Paid
556,1,7,7/5/2021,Equipment insurance,5901.9,Cleaning Solutions,Bank Transfer,Paid
557,1,7,7/12/2021,Equipment insurance,5905.85,Maintenance Plus,Cash,Paid
558,1,7,7/6/2021,Property insurance,11556.38,Office Depot Egypt,Check,Paid
559,1,8,7/3/2021,Software licenses,6804.9,IT Support Services,Credit Card,Paid
560,1,8,7/18/2021,System upgrades,7957.32,Software Corp.,Credit Card,Paid
561,1,8,7/23/2021,Software licenses,4362.53,Housekeeping Supplies Ltd.,Cash,Paid
562,1,9,7/19/2021,External trainers,2279.04,Damietta Electric Co.,Cash,Paid
563,1,9,7/15/2021,Staff training programs,2156.95,IT Support Services,Bank Transfer,Pending
564,1,9,7/8/2021,Training materials,1529.78,Delta Gas Company,Cash,Paid
565,1,10,7/17/2021,Accounting services,2055.93,Liability Solutions,Check,Paid
566,1,10,7/2/2021,Office supplies,4962.01,Insurance Group Egypt,Cash,Paid
567,1,10,7/14/2021,Accounting services,5422.65,Laundry Services,Credit Card,Paid
568,1,10,7/1/2021,Bank charges,7175.03,Food Distributors Egypt,Credit Card,Paid
569,1,1,8/7/2021,Management salaries,92213.39,Legal Associates,Credit Card,Paid
570,1,1,8/5/2021,Bonus payments,96558.06,Training Institute,Credit Card,Paid
571,1,1,8/13/2021,Overtime payments,138248.9,IT Support Services,Bank Transfer,Paid
572,1,1,8/28/2021,Bonus payments,118572.38,Delta Gas Company,Check,Paid
573,1,2,8/8/2021,Electricity bill,14920.33,Tech Solutions,Check,Paid
574,1,2,8/26/2021,Electricity bill,7184.16,Software Corp.,Bank Transfer,Paid
575,1,2,8/11/2021,Telecommunications,22822.36,Certification Center,Bank Transfer,Paid
576,1,2,8/12/2021,Telecommunications,5933.82,Restaurant Supply,Check,Pending
577,1,3,8/28/2021,Social media marketing,7413.6,IT Support Services,Credit Card,Paid
578,1,3,8/26/2021,Promotional materials,2655.73,Office Depot Egypt,Bank Transfer,Paid
579,1,3,8/23/2021,Social media marketing,13264.23,System Integrators,Check,Paid
580,1,4,8/14/2021,HVAC maintenance,6384.71,Laundry Services,Check,Pending
581,1,4,8/17/2021,HVAC maintenance,7495.91,Kitchen Equipment Co.,Cash,Paid
582,1,4,8/4/2021,Equipment repair,3160.67,Employee Benefits Co.,Bank Transfer,Paid
583,1,5,8/9/2021,Beverage purchases,29617.79,Elevator Tech,Cash,Paid
584,1,5,8/4/2021,Restaurant supplies,21387.6,Elevator Tech,Check,Paid
585,1,5,8/14/2021,Food supplies,18120.61,Restaurant Supply,Credit Card,Paid
586,1,5,8/8/2021,Kitchen equipment,27574.69,Maintenance Plus,Cash,Paid
587,1,6,8/28/2021,Sanitization products,3888.26,Delta Gas Company,Cash,Paid
588,1,6,8/20/2021,Sanitization products,1617.22,HVAC Systems Ltd.,Bank Transfer,Paid
589,1,7,8/17/2021,Employee insurance,11136.9,Creative Agency,Check,Paid
590,1,7,8/18/2021,Liability insurance,10195.74,System Integrators,Bank Transfer,Paid
591,1,7,8/23/2021,Liability insurance,5767.38,Certification Center,Bank Transfer,Paid
592,1,7,8/12/2021,Property insurance,7110.17,Certification Center,Check,Pending
593,1,8,8/7/2021,System upgrades,7246.17,Liability Solutions,Bank Transfer,Paid
594,1,8,8/11/2021,Hardware purchases,4637.19,Employee Benefits Co.,Bank Transfer,Paid
595,1,9,8/10/2021,Training materials,2980.94,Software Corp.,Credit Card,Paid
596,1,9,8/14/2021,Certification courses,2230.06,Cleaning Solutions,Bank Transfer,Paid
597,1,10,8/18/2021,Legal fees,2047.63,Print House Co.,Bank Transfer,Paid
598,1,10,8/17/2021,Accounting services,3819.75,Insurance Group Egypt,Cash,Paid
599,1,10,8/21/2021,Office supplies,2668.39,Liability Solutions,Bank Transfer,Paid
600,1,1,9/6/2021,Management salaries,95262.47,Cleaning Solutions,Credit Card,Paid
601,1,1,9/2/2021,Staff salaries,128517.93,Property Guard,Credit Card,Paid
602,1,1,9/18/2021,Staff salaries,79060.74,Accounting Firm,Bank Transfer,Paid
603,1,2,9/24/2021,Electricity bill,18730.84,Maintenance Plus,Credit Card,Pending
604,1,2,9/12/2021,Gas bill,12707.29,Sanitech Co.,Cash,Paid
605,1,3,9/6/2021,Online advertising,2272.44,Telecom Egypt,Check,Paid
606,1,3,9/19/2021,Online advertising,13505.29,Laundry Services,Bank Transfer,Paid
607,1,4,9/15/2021,HVAC maintenance,6897.08,Municipal Water Authority,Check,Paid
608,1,4,9/8/2021,Equipment repair,6550.29,Office Depot Egypt,Credit Card,Paid
609,1,5,9/22/2021,Beverage purchases,13339.9,Delta Gas Company,Check,Paid
610,1,5,9/5/2021,Beverage purchases,11159.8,Cleaning Solutions,Cash,Pending
611,1,6,9/22/2021,Laundry supplies,2247.66,Tech Solutions,Credit Card,Paid
612,1,6,9/25/2021,Housekeeping supplies,3268.28,Training Institute,Check,Paid
613,1,6,9/11/2021,Housekeeping supplies,3054.72,Beverage Suppliers,Cash,Paid
614,1,6,9/2/2021,Laundry supplies,1562.98,Building Services Co.,Credit Card,Paid
615,1,7,9/26/2021,Property insurance,7492.52,Restaurant Supply,Cash,Paid
616,1,7,9/2/2021,Liability insurance,8885.56,Accounting Firm,Bank Transfer,Paid
617,1,7,9/6/2021,Equipment insurance,9764.76,Restaurant Supply,Credit Card,Paid
618,1,7,9/17/2021,Employee insurance,3437.74,Food Distributors Egypt,Bank Transfer,Paid
619,1,8,9/17/2021,Hardware purchases,5684.03,Accounting Firm,Check,Paid
620,1,8,9/23/2021,System upgrades,3160.86,Beverage Suppliers,Credit Card,Paid
621,1,8,9/27/2021,IT support,3461.12,Telecom Egypt,Credit Card,Paid
622,1,8,9/16/2021,IT support,3586.84,Liability Solutions,Credit Card,Paid
623,1,9,9/6/2021,Staff training programs,2208.73,Tech Solutions,Cash,Paid
624,1,9,9/7/2021,Certification courses,1080.16,IT Support Services,Check,Paid
625,1,9,9/28/2021,Staff training programs,1728.36,Print House Co.,Check,Paid
626,1,10,9/16/2021,Office supplies,3428.17,Housekeeping Supplies Ltd.,Cash,Paid
627,1,10,9/11/2021,Legal fees,2484.69,Office Depot Egypt,Bank Transfer,Paid
628,1,10,9/5/2021,Office supplies,1349.25,Kitchen Equipment Co.,Check,Paid
629,1,10,9/8/2021,Office supplies,5063.59,Liability Solutions,Bank Transfer,Paid
630,1,1,10/21/2021,Management salaries,59833.61,Telecom Egypt,Bank Transfer,Paid
631,1,1,10/16/2021,Bonus payments,120867.19,Digital Media Group,Bank Transfer,Paid
632,1,1,10/4/2021,Management salaries,115963.9,Software Corp.,Check,Paid
633,1,1,10/7/2021,Management salaries,63661.32,Delta Gas Company,Check,Paid
634,1,2,10/25/2021,Water bill,23015.41,Beverage Suppliers,Cash,Paid
635,1,2,10/14/2021,Electricity bill,23207.79,Education Plus,Credit Card,Paid
636,1,2,10/1/2021,Telecommunications,18617.96,Marketing Solutions Ltd.,Bank Transfer,Paid
637,1,2,10/16/2021,Gas bill,20538.52,Accounting Firm,Cash,Paid
638,1,3,10/3/2021,Social media marketing,7382.58,Food Distributors Egypt,Check,Paid
639,1,3,10/19/2021,Online advertising,5560.04,Digital Media Group,Credit Card,Overdue
640,1,3,10/8/2021,Online advertising,10821.74,Telecom Egypt,Check,Pending
641,1,4,10/9/2021,Elevator service,8958.51,Building Services Co.,Bank Transfer,Pending
642,1,4,10/21/2021,Elevator service,3613.13,Marketing Solutions Ltd.,Credit Card,Paid
643,1,4,10/12/2021,Equipment repair,6657.41,Education Plus,Cash,Paid
644,1,5,10/20/2021,Restaurant supplies,12404.57,Liability Solutions,Check,Paid
645,1,5,10/25/2021,Kitchen equipment,28876.21,Legal Associates,Credit Card,Paid
646,1,6,10/5/2021,Laundry supplies,4926.11,Employee Benefits Co.,Credit Card,Paid
